right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.625;12.194;-0.019;-2.795;9.743;0.535;0.0;10.351;0.0;-1.064;9.964;-0.042;1.091;10.048;-0.053;0.724;5.706;-0.7;0.104;13.344;-0.087;0.16;15.447;-0.482;2.662;12.232;-0.363;2.649;9.814;0.108;0.0;10.351;0.0;-0.027;10.991;-0.326;0.0;10.351;0.0;1.091;10.048;-0.053;-0.457;14.966;0.373;-1.832;14.945;0.073;0.687;14.945;0.419;2.029;15.088;0.018;0.16;15.447;-0.482;0.223;16.326;1.008;-1.832;14.945;0.073;-2.625;12.194;-0.019;2.029;15.088;0.018;2.662;12.232;-0.363;-0.027;10.991;-0.326;0.104;13.344;-0.087;0.724;5.706;-0.7;0.21;1.194;-2.398;-1.064;9.964;-0.042;-0.888;5.64;0.779;-0.888;5.64;0.779;-0.818;1.426;-1.558
-2.592;12.227;0.14;-2.764;9.771;0.675;0.035;10.384;0.147;-1.029;9.997;0.109;1.125;10.081;0.089;0.755;5.738;-0.546;0.139;13.377;0.068;0.19;15.481;-0.32;2.697;12.268;-0.217;2.685;9.852;0.262;0.035;10.384;0.147;0.007;11.025;-0.177;0.035;10.384;0.147;1.125;10.081;0.089;-0.421;14.997;0.536;-1.798;14.977;0.244;0.723;14.977;0.576;2.062;15.123;0.168;0.19;15.481;-0.32;0.261;16.357;1.171;-1.798;14.977;0.244;-2.592;12.227;0.14;2.062;15.123;0.168;2.697;12.268;-0.217;0.007;11.025;-0.177;0.139;13.377;0.068;0.755;5.738;-0.546;0.257;1.242;-2.293;-1.029;9.997;0.109;-0.85;5.671;0.916;-0.85;5.671;0.916;-0.76;1.407;-1.327
-2.557;12.26;0.318;-2.734;9.799;0.828;0.072;10.417;0.312;-0.993;10.03;0.277;1.162;10.113;0.248;0.79;5.767;-0.366;0.175;13.409;0.243;0.222;15.515;-0.138;2.734;12.305;-0.052;2.725;9.89;0.436;0.072;10.417;0.312;0.043;11.058;-0.011;0.072;10.417;0.312;1.162;10.113;0.248;-0.384;15.027;0.721;-1.762;15.009;0.437;0.76;15.008;0.753;2.097;15.158;0.338;0.222;15.515;-0.138;0.301;16.387;1.355;-1.762;15.009;0.437;-2.557;12.26;0.318;2.097;15.158;0.338;2.734;12.305;-0.052;0.043;11.058;-0.011;0.175;13.409;0.243;0.79;5.767;-0.366;0.314;1.294;-2.176;-0.993;10.03;0.277;-0.812;5.7;1.06;-0.812;5.7;1.06;-0.692;1.375;-1.063
-2.52;12.292;0.519;-2.702;9.827;1.002;0.111;10.449;0.498;-0.954;10.063;0.466;1.201;10.145;0.429;0.828;5.795;-0.152;0.213;13.441;0.439;0.254;15.549;0.067;2.773;12.341;0.133;2.766;9.929;0.631;0.111;10.449;0.498;0.081;11.091;0.176;0.111;10.449;0.498;1.201;10.145;0.429;-0.344;15.057;0.927;-1.725;15.04;0.654;0.8;15.039;0.952;2.134;15.193;0.529;0.254;15.549;0.067;0.343;16.416;1.562;-1.725;15.04;0.654;-2.52;12.292;0.519;2.134;15.193;0.529;2.773;12.341;0.133;0.081;11.091;0.176;0.213;13.441;0.439;0.828;5.795;-0.152;0.381;1.349;-2.034;-0.954;10.063;0.466;-0.772;5.726;1.211;-0.772;5.726;1.211;-0.618;1.34;-0.78
-2.482;12.324;0.746;-2.669;9.855;1.203;0.153;10.482;0.707;-0.912;10.096;0.678;1.242;10.178;0.634;0.87;5.821;0.103;0.253;13.474;0.658;0.289;15.583;0.294;2.814;12.378;0.338;2.811;9.967;0.844;0.153;10.482;0.707;0.122;11.124;0.386;0.153;10.482;0.707;1.242;10.178;0.634;-0.303;15.086;1.157;-1.686;15.072;0.893;0.841;15.07;1.173;2.172;15.229;0.741;0.289;15.583;0.294;0.388;16.446;1.791;-1.686;15.072;0.893;-2.482;12.324;0.746;2.172;15.229;0.741;2.814;12.378;0.338;0.122;11.124;0.386;0.253;13.474;0.658;0.87;5.821;0.103;0.458;1.404;-1.854;-0.912;10.096;0.678;-0.732;5.749;1.369;-0.732;5.749;1.369;-0.541;1.308;-0.491
-2.441;12.357;1.0;-2.632;9.884;1.436;0.198;10.515;0.941;-0.867;10.129;0.915;1.287;10.211;0.864;0.919;5.846;0.402;0.296;13.506;0.9;0.325;15.617;0.543;2.856;12.415;0.564;2.859;10.005;1.075;0.198;10.515;0.941;0.166;11.158;0.621;0.198;10.515;0.941;1.287;10.211;0.864;-0.259;15.116;1.409;-1.644;15.104;1.156;0.885;15.101;1.416;2.212;15.264;0.975;0.325;15.617;0.543;0.435;16.476;2.042;-1.644;15.104;1.156;-2.441;12.357;1.0;2.212;15.264;0.975;2.856;12.415;0.564;0.166;11.158;0.621;0.296;13.506;0.9;0.919;5.846;0.402;0.544;1.458;-1.628;-0.867;10.129;0.915;-0.691;5.771;1.533;-0.691;5.771;1.533;-0.464;1.283;-0.208
-2.396;12.391;1.283;-2.591;9.915;1.704;0.246;10.549;1.201;-0.819;10.163;1.178;1.335;10.245;1.12;0.975;5.871;0.747;0.34;13.54;1.165;0.364;15.652;0.815;2.899;12.453;0.809;2.909;10.043;1.322;0.246;10.549;1.201;0.213;11.192;0.882;0.246;10.549;1.201;1.335;10.245;1.12;-0.212;15.148;1.684;-1.599;15.137;1.443;0.932;15.134;1.682;2.255;15.3;1.231;0.364;15.652;0.815;0.485;16.507;2.314;-1.599;15.137;1.443;-2.396;12.391;1.283;2.255;15.3;1.231;2.899;12.453;0.809;0.213;11.192;0.882;0.34;13.54;1.165;0.975;5.871;0.747;0.638;1.513;-1.351;-0.819;10.163;1.178;-0.649;5.793;1.702;-0.649;5.793;1.702;-0.389;1.268;0.063
-2.349;12.426;1.595;-2.546;9.949;2.006;0.298;10.585;1.487;-0.767;10.198;1.466;1.386;10.282;1.404;1.038;5.899;1.138;0.388;13.575;1.454;0.406;15.688;1.108;2.943;12.492;1.075;2.961;10.082;1.586;0.298;10.585;1.487;0.263;11.228;1.167;0.298;10.585;1.487;1.386;10.282;1.404;-0.163;15.181;1.981;-1.552;15.173;1.752;0.981;15.169;1.969;2.301;15.338;1.508;0.406;15.688;1.108;0.539;16.54;2.609;-1.552;15.173;1.752;-2.349;12.426;1.595;2.301;15.338;1.508;2.943;12.492;1.075;0.263;11.228;1.167;0.388;13.575;1.454;1.038;5.899;1.138;0.74;1.568;-1.022;-0.767;10.198;1.466;-0.605;5.815;1.879;-0.605;5.815;1.879;-0.318;1.266;0.316
-2.298;12.464;1.935;-2.495;9.986;2.344;0.352;10.623;1.799;-0.712;10.235;1.781;1.441;10.321;1.714;1.11;5.931;1.574;0.437;13.613;1.766;0.45;15.726;1.423;2.989;12.532;1.361;3.016;10.121;1.867;0.352;10.623;1.799;0.317;11.265;1.479;0.352;10.623;1.799;1.441;10.321;1.714;-0.111;15.218;2.3;-1.502;15.211;2.084;1.034;15.207;2.279;2.349;15.377;1.807;0.45;15.726;1.423;0.595;16.577;2.924;-1.502;15.211;2.084;-2.298;12.464;1.935;2.349;15.377;1.807;2.989;12.532;1.361;0.317;11.265;1.479;0.437;13.613;1.766;1.11;5.931;1.574;0.85;1.625;-0.639;-0.712;10.235;1.781;-0.559;5.842;2.064;-0.559;5.842;2.064;-0.249;1.277;0.55
-2.244;12.505;2.303;-2.438;10.027;2.716;0.411;10.664;2.137;-0.653;10.275;2.122;1.5;10.364;2.051;1.189;5.97;2.052;0.49;13.655;2.102;0.497;15.768;1.76;3.036;12.576;1.668;3.073;10.163;2.164;0.411;10.664;2.137;0.374;11.306;1.816;0.411;10.664;2.137;1.5;10.364;2.051;-0.056;15.258;2.641;-1.449;15.253;2.438;1.089;15.249;2.609;2.4;15.419;2.127;0.497;15.768;1.76;0.654;16.617;3.26;-1.449;15.253;2.438;-2.244;12.505;2.303;2.4;15.419;2.127;3.036;12.576;1.668;0.374;11.306;1.816;0.49;13.655;2.102;1.189;5.97;2.052;0.966;1.685;-0.206;-0.653;10.275;2.122;-0.512;5.875;2.259;-0.512;5.875;2.259;-0.183;1.304;0.767
