right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.623;12.195;-0.021;-2.793;9.744;0.538;0.0;10.351;0.0;-1.064;9.965;-0.042;1.09;10.047;-0.053;0.723;5.707;-0.712;0.107;13.343;-0.086;0.164;15.447;-0.481;2.664;12.23;-0.36;2.649;9.811;0.107;0.0;10.351;0.0;-0.026;10.991;-0.327;0.0;10.351;0.0;1.09;10.047;-0.053;-0.454;14.966;0.373;-1.829;14.945;0.07;0.689;14.944;0.421;2.032;15.085;0.024;0.164;15.447;-0.481;0.225;16.325;1.009;-1.829;14.945;0.07;-2.623;12.195;-0.021;2.032;15.085;0.024;2.664;12.23;-0.36;-0.026;10.991;-0.327;0.107;13.343;-0.086;0.723;5.707;-0.712;0.196;1.189;-2.391;-1.064;9.965;-0.042;-0.883;5.649;0.817;-0.883;5.649;0.817;-0.827;1.458;-1.562
-2.588;12.194;0.121;-2.761;9.741;0.664;0.032;10.351;0.134;-1.033;9.968;0.095;1.122;10.044;0.077;0.751;5.707;-0.599;0.144;13.342;0.06;0.201;15.448;-0.325;2.704;12.231;-0.216;2.686;9.813;0.254;0.032;10.351;0.134;0.007;10.991;-0.191;0.032;10.351;0.134;1.122;10.044;0.077;-0.417;14.963;0.527;-1.792;14.944;0.226;0.727;14.941;0.574;2.07;15.085;0.176;0.201;15.448;-0.325;0.264;16.322;1.167;-1.792;14.944;0.226;-2.588;12.194;0.121;2.07;15.085;0.176;2.704;12.231;-0.216;0.007;10.991;-0.191;0.144;13.342;0.06;0.751;5.707;-0.599;0.217;1.196;-2.298;-1.033;9.968;0.095;-0.839;5.666;1.021;-0.839;5.666;1.021;-0.773;1.437;-1.288
-2.55;12.189;0.271;-2.733;9.729;0.783;0.066;10.346;0.278;-1.002;9.967;0.239;1.154;10.034;0.218;0.781;5.702;-0.488;0.185;13.336;0.225;0.241;15.444;-0.143;2.751;12.231;-0.046;2.726;9.814;0.433;0.066;10.346;0.278;0.042;10.987;-0.045;0.066;10.346;0.278;1.154;10.034;0.218;-0.375;14.953;0.705;-1.751;14.936;0.405;0.768;14.93;0.751;2.111;15.082;0.356;0.241;15.444;-0.143;0.306;16.311;1.353;-1.751;14.936;0.405;-2.55;12.189;0.271;2.111;15.082;0.356;2.751;12.231;-0.046;0.042;10.987;-0.045;0.185;13.336;0.225;0.781;5.702;-0.488;0.241;1.206;-2.222;-1.002;9.967;0.239;-0.795;5.688;1.263;-0.795;5.688;1.263;-0.687;1.361;-0.856
-2.51;12.173;0.438;-2.709;9.704;0.897;0.102;10.329;0.437;-0.967;9.955;0.396;1.188;10.013;0.375;0.811;5.689;-0.373;0.233;13.317;0.418;0.288;15.429;0.076;2.808;12.22;0.162;2.768;9.808;0.662;0.102;10.329;0.437;0.081;10.972;0.118;0.102;10.329;0.437;1.188;10.013;0.375;-0.328;14.927;0.918;-1.704;14.915;0.62;0.815;14.905;0.964;2.158;15.067;0.573;0.288;15.429;0.076;0.353;16.287;1.578;-1.704;14.915;0.62;-2.51;12.173;0.438;2.158;15.067;0.573;2.808;12.22;0.162;0.081;10.972;0.118;0.233;13.317;0.418;0.811;5.689;-0.373;0.267;1.216;-2.165;-0.967;9.955;0.396;-0.753;5.705;1.536;-0.753;5.705;1.536;-0.568;1.221;-0.218
-2.469;12.141;0.631;-2.689;9.662;1.019;0.142;10.294;0.619;-0.928;9.923;0.575;1.228;9.975;0.555;0.843;5.662;-0.248;0.284;13.279;0.641;0.336;15.396;0.33;2.872;12.192;0.404;2.817;9.789;0.943;0.142;10.294;0.619;0.123;10.94;0.305;0.142;10.294;0.619;1.228;9.975;0.555;-0.277;14.881;1.166;-1.654;14.876;0.873;0.866;14.859;1.208;2.207;15.036;0.818;0.336;15.396;0.33;0.404;16.242;1.838;-1.654;14.876;0.873;-2.469;12.141;0.631;2.207;15.036;0.818;2.872;12.192;0.404;0.123;10.94;0.305;0.284;13.279;0.641;0.843;5.662;-0.248;0.297;1.224;-2.123;-0.928;9.923;0.575;-0.713;5.706;1.83;-0.713;5.706;1.83;-0.431;1.055;0.599
-2.427;12.091;0.851;-2.669;9.603;1.16;0.187;10.238;0.831;-0.883;9.869;0.782;1.272;9.919;0.763;0.878;5.619;-0.106;0.337;13.22;0.895;0.385;15.342;0.615;2.94;12.145;0.681;2.874;9.754;1.269;0.187;10.238;0.831;0.169;10.887;0.523;0.187;10.238;0.831;1.272;9.919;0.763;-0.224;14.814;1.446;-1.603;14.817;1.159;0.919;14.793;1.483;2.258;14.985;1.09;0.385;15.342;0.615;0.457;16.174;2.13;-1.603;14.817;1.159;-2.427;12.091;0.851;2.258;14.985;1.09;2.94;12.145;0.681;0.169;10.887;0.523;0.337;13.22;0.895;0.878;5.619;-0.106;0.333;1.231;-2.097;-0.883;9.869;0.782;-0.673;5.681;2.132;-0.673;5.681;2.132;-0.291;0.915;1.532
-2.381;12.026;1.1;-2.646;9.531;1.324;0.236;10.165;1.076;-0.835;9.796;1.025;1.321;9.847;1.003;0.916;5.564;0.057;0.388;13.145;1.182;0.431;15.27;0.931;3.009;12.08;0.994;2.937;9.702;1.633;0.236;10.165;1.076;0.217;10.818;0.776;0.236;10.165;1.076;1.321;9.847;1.003;-0.173;14.73;1.758;-1.552;14.741;1.477;0.971;14.71;1.789;2.306;14.917;1.393;0.431;15.27;0.931;0.509;16.088;2.454;-1.552;14.741;1.477;-2.381;12.026;1.1;2.306;14.917;1.393;3.009;12.08;0.994;0.217;10.818;0.776;0.388;13.145;1.182;0.916;5.564;0.057;0.374;1.246;-2.082;-0.835;9.796;1.025;-0.627;5.629;2.436;-0.627;5.629;2.436;-0.157;0.833;2.483
-2.334;11.95;1.382;-2.617;9.451;1.516;0.286;10.083;1.363;-0.785;9.715;1.315;1.371;9.766;1.279;0.953;5.502;0.255;0.435;13.061;1.507;0.473;15.19;1.282;3.073;12.005;1.342;3.003;9.639;2.024;0.286;10.083;1.363;0.266;10.739;1.071;0.286;10.083;1.363;1.371;9.766;1.279;-0.125;14.637;2.106;-1.506;14.655;1.831;1.019;14.62;2.13;2.351;14.839;1.73;0.473;15.19;1.282;0.558;15.993;2.812;-1.506;14.655;1.831;-2.334;11.95;1.382;2.351;14.839;1.73;3.073;12.005;1.342;0.266;10.739;1.071;0.435;13.061;1.507;0.953;5.502;0.255;0.419;1.281;-2.07;-0.785;9.715;1.315;-0.57;5.552;2.738;-0.57;5.552;2.738;-0.032;0.799;3.325
-2.284;11.877;1.712;-2.582;9.376;1.757;0.336;10.007;1.703;-0.736;9.641;1.665;1.419;9.689;1.602;0.99;5.444;0.508;0.479;12.984;1.878;0.507;15.114;1.671;3.125;11.935;1.722;3.066;9.575;2.425;0.336;10.007;1.703;0.313;10.666;1.419;0.336;10.007;1.703;1.419;9.689;1.602;-0.083;14.553;2.494;-1.465;14.573;2.226;1.061;14.54;2.51;2.39;14.766;2.104;0.507;15.114;1.671;0.601;15.908;3.205;-1.465;14.573;2.226;-2.284;11.877;1.712;2.39;14.766;2.104;3.125;11.935;1.722;0.313;10.666;1.419;0.479;12.984;1.878;0.99;5.444;0.508;0.47;1.357;-2.05;-0.736;9.641;1.665;-0.503;5.46;3.032;-0.503;5.46;3.032;0.087;0.763;3.931
-2.233;11.821;2.099;-2.539;9.321;2.061;0.386;9.952;2.102;-0.688;9.591;2.078;1.466;9.631;1.978;1.028;5.4;0.833;0.518;12.93;2.299;0.533;15.062;2.101;3.163;11.888;2.129;3.123;9.525;2.825;0.386;9.952;2.102;0.361;10.615;1.825;0.386;9.952;2.102;1.466;9.631;1.978;-0.048;14.494;2.927;-1.431;14.511;2.668;1.097;14.486;2.932;2.423;14.716;2.519;0.533;15.062;2.101;0.638;15.852;3.637;-1.431;14.511;2.668;-2.233;11.821;2.099;2.423;14.716;2.519;3.163;11.888;2.129;0.361;10.615;1.825;0.518;12.93;2.299;1.028;5.4;0.833;0.531;1.499;-2.004;-0.688;9.591;2.078;-0.437;5.369;3.307;-0.437;5.369;3.307;0.187;0.681;4.235
