right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.556;12.185;0.275;-2.72;9.737;0.842;0.0;10.351;0.0;-1.079;10.009;-0.054;1.077;10.006;-0.062;0.671;5.647;-0.553;0.169;13.321;0.139;0.242;15.442;-0.145;2.653;12.236;-0.379;2.661;9.773;-0.345;0.0;10.351;0.0;-0.0;11.001;-0.307;0.0;10.351;0.0;1.077;10.006;-0.062;-0.381;14.921;0.681;-1.752;14.933;0.36;0.762;14.888;0.73;2.101;15.047;0.325;0.242;15.442;-0.145;0.291;16.24;1.39;-1.752;14.933;0.36;-2.556;12.185;0.275;2.101;15.047;0.325;2.653;12.236;-0.379;-0.0;11.001;-0.307;0.169;13.321;0.139;0.671;5.647;-0.553;0.063;1.058;-1.996;-1.079;10.009;-0.054;-0.882;5.756;1.076;-0.882;5.756;1.076;-0.714;1.427;-1.035
-2.51;12.188;0.409;-2.68;9.727;0.915;0.033;10.357;0.181;-1.045;10.013;0.132;1.111;10.013;0.113;0.692;5.672;-0.505;0.203;13.327;0.321;0.28;15.447;0.041;2.689;12.231;-0.161;2.679;9.768;-0.084;0.033;10.357;0.181;0.031;11.007;-0.125;0.033;10.357;0.181;1.111;10.013;0.113;-0.345;14.927;0.865;-1.715;14.937;0.542;0.798;14.892;0.915;2.138;15.049;0.515;0.28;15.447;0.041;0.333;16.244;1.576;-1.715;14.937;0.542;-2.51;12.188;0.409;2.138;15.049;0.515;2.689;12.231;-0.161;0.031;11.007;-0.125;0.203;13.327;0.321;0.692;5.672;-0.505;0.067;1.125;-2.071;-1.045;10.013;0.132;-0.851;5.79;1.368;-0.851;5.79;1.368;-0.726;1.492;-0.808
-2.47;12.199;0.551;-2.652;9.725;0.986;0.067;10.368;0.371;-1.012;10.024;0.328;1.144;10.025;0.295;0.717;5.705;-0.452;0.238;13.338;0.516;0.316;15.46;0.244;2.734;12.234;0.082;2.705;9.775;0.224;0.067;10.368;0.371;0.062;11.019;0.066;0.067;10.368;0.371;1.144;10.025;0.295;-0.31;14.937;1.066;-1.681;14.946;0.742;0.832;14.901;1.117;2.174;15.058;0.721;0.316;15.46;0.244;0.371;16.255;1.78;-1.681;14.946;0.742;-2.47;12.199;0.551;2.174;15.058;0.721;2.734;12.234;0.082;0.062;11.019;0.066;0.238;13.338;0.516;0.717;5.705;-0.452;0.077;1.207;-2.146;-1.012;10.024;0.328;-0.81;5.837;1.68;-0.81;5.837;1.68;-0.7;1.509;-0.437
-2.437;12.21;0.705;-2.633;9.724;1.059;0.099;10.378;0.573;-0.98;10.034;0.536;1.176;10.035;0.488;0.745;5.739;-0.384;0.271;13.348;0.727;0.347;15.472;0.469;2.784;12.237;0.356;2.733;9.785;0.588;0.099;10.378;0.573;0.092;11.03;0.272;0.099;10.378;0.573;1.176;10.035;0.488;-0.279;14.942;1.287;-1.649;14.952;0.965;0.864;14.908;1.339;2.207;15.068;0.95;0.347;15.472;0.469;0.406;16.262;2.008;-1.649;14.952;0.965;-2.437;12.21;0.705;2.207;15.068;0.95;2.784;12.237;0.356;0.092;11.03;0.272;0.271;13.348;0.727;0.745;5.739;-0.384;0.091;1.293;-2.207;-0.98;10.034;0.536;-0.762;5.89;2.013;-0.762;5.89;2.013;-0.633;1.474;0.09
-2.415;12.215;0.873;-2.632;9.72;1.141;0.129;10.378;0.79;-0.951;10.035;0.759;1.204;10.034;0.695;0.773;5.763;-0.295;0.301;13.348;0.956;0.373;15.474;0.717;2.838;12.233;0.66;2.766;9.795;1.005;0.129;10.378;0.79;0.121;11.032;0.493;0.129;10.378;0.79;1.204;10.034;0.695;-0.253;14.936;1.53;-1.623;14.947;1.209;0.89;14.903;1.582;2.235;15.069;1.202;0.373;15.474;0.717;0.432;16.259;2.258;-1.623;14.947;1.209;-2.415;12.215;0.873;2.235;15.069;1.202;2.838;12.233;0.66;0.121;11.032;0.493;0.301;13.348;0.956;0.773;5.763;-0.295;0.11;1.375;-2.248;-0.951;10.035;0.759;-0.708;5.94;2.364;-0.708;5.94;2.364;-0.525;1.396;0.772
-2.402;12.208;1.062;-2.644;9.707;1.244;0.155;10.362;1.024;-0.926;10.022;0.999;1.229;10.017;0.918;0.8;5.771;-0.171;0.327;13.332;1.205;0.393;15.461;0.986;2.893;12.218;0.988;2.803;9.8;1.453;0.155;10.362;1.024;0.145;11.018;0.731;0.155;10.362;1.024;1.229;10.017;0.918;-0.232;14.913;1.793;-1.603;14.927;1.474;0.911;14.883;1.846;2.258;15.057;1.474;0.393;15.461;0.986;0.453;16.241;2.529;-1.603;14.927;1.474;-2.402;12.208;1.062;2.258;15.057;1.474;2.893;12.218;0.988;0.145;11.018;0.731;0.327;13.332;1.205;0.8;5.771;-0.171;0.133;1.442;-2.251;-0.926;10.022;0.999;-0.653;5.977;2.72;-0.653;5.977;2.72;-0.393;1.31;1.546
-2.395;12.186;1.274;-2.661;9.683;1.372;0.177;10.331;1.277;-0.905;9.993;1.257;1.25;9.984;1.163;0.824;5.758;-0.005;0.348;13.3;1.472;0.408;15.431;1.275;2.943;12.188;1.335;2.836;9.798;1.922;0.177;10.331;1.277;0.167;10.988;0.989;0.177;10.331;1.277;1.25;9.984;1.163;-0.216;14.874;2.076;-1.588;14.891;1.76;0.927;14.846;2.129;2.275;15.028;1.766;0.408;15.431;1.275;0.467;16.207;2.821;-1.588;14.891;1.76;-2.395;12.186;1.274;2.275;15.028;1.766;2.943;12.188;1.335;0.167;10.988;0.989;0.348;13.3;1.472;0.824;5.758;-0.005;0.163;1.494;-2.217;-0.905;9.993;1.257;-0.601;5.994;3.08;-0.601;5.994;3.08;-0.254;1.243;2.355
-2.387;12.15;1.509;-2.672;9.648;1.532;0.195;10.285;1.553;-0.887;9.949;1.537;1.267;9.938;1.432;0.844;5.726;0.213;0.364;13.255;1.756;0.418;15.388;1.577;2.981;12.144;1.69;2.858;9.784;2.387;0.195;10.285;1.553;0.185;10.944;1.267;0.195;10.285;1.553;1.267;9.938;1.432;-0.204;14.822;2.373;-1.577;14.841;2.061;0.939;14.797;2.426;2.288;14.985;2.07;0.418;15.388;1.577;0.477;16.159;3.125;-1.577;14.841;2.061;-2.387;12.15;1.509;2.288;14.985;2.07;2.981;12.144;1.69;0.185;10.944;1.267;0.364;13.255;1.756;0.844;5.726;0.213;0.203;1.538;-2.145;-0.887;9.949;1.537;-0.554;5.991;3.441;-0.554;5.991;3.441;-0.128;1.202;3.109
-2.377;12.11;1.776;-2.673;9.609;1.735;0.211;10.239;1.853;-0.871;9.903;1.841;1.282;9.89;1.726;0.86;5.682;0.496;0.377;13.208;2.058;0.425;15.342;1.892;3.006;12.097;2.038;2.87;9.763;2.815;0.211;10.239;1.853;0.2;10.898;1.567;0.211;10.239;1.853;1.282;9.89;1.726;-0.193;14.769;2.686;-1.567;14.79;2.381;0.95;14.748;2.737;2.299;14.939;2.384;0.425;15.342;1.892;0.487;16.11;3.442;-1.567;14.79;2.381;-2.377;12.11;1.776;2.299;14.939;2.384;3.006;12.097;2.038;0.2;10.898;1.567;0.377;13.208;2.058;0.86;5.682;0.496;0.259;1.595;-2.044;-0.871;9.903;1.841;-0.513;5.968;3.788;-0.513;5.968;3.788;-0.033;1.174;3.694
-2.366;12.082;2.079;-2.673;9.583;1.991;0.227;10.206;2.177;-0.855;9.871;2.171;1.297;9.857;2.047;0.871;5.641;0.847;0.389;13.177;2.376;0.433;15.311;2.218;3.024;12.063;2.369;2.889;9.742;3.184;0.227;10.206;2.177;0.215;10.865;1.89;0.227;10.206;2.177;1.297;9.857;2.047;-0.181;14.734;3.013;-1.557;14.754;2.717;0.962;14.714;3.058;2.311;14.905;2.704;0.433;15.311;2.218;0.501;16.078;3.768;-1.557;14.754;2.717;-2.366;12.082;2.079;2.311;14.905;2.704;3.024;12.063;2.369;0.215;10.865;1.89;0.389;13.177;2.376;0.871;5.641;0.847;0.333;1.69;-1.914;-0.855;9.871;2.171;-0.475;5.937;4.113;-0.475;5.937;4.113;0.024;1.144;4.049
