right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.623;12.195;-0.021;-2.793;9.745;0.539;0.0;10.351;0.0;-1.064;9.965;-0.042;1.09;10.047;-0.053;0.723;5.707;-0.712;0.106;13.343;-0.087;0.164;15.447;-0.481;2.664;12.23;-0.36;2.649;9.811;0.106;0.0;10.351;0.0;-0.026;10.991;-0.327;0.0;10.351;0.0;1.09;10.047;-0.053;-0.454;14.966;0.372;-1.829;14.945;0.07;0.689;14.944;0.421;2.032;15.085;0.023;0.164;15.447;-0.481;0.225;16.325;1.009;-1.829;14.945;0.07;-2.623;12.195;-0.021;2.032;15.085;0.023;2.664;12.23;-0.36;-0.026;10.991;-0.327;0.106;13.343;-0.087;0.723;5.707;-0.712;0.196;1.188;-2.391;-1.064;9.965;-0.042;-0.883;5.649;0.817;-0.883;5.649;0.817;-0.828;1.46;-1.565
-2.588;12.194;0.12;-2.761;9.741;0.665;0.032;10.351;0.134;-1.033;9.968;0.095;1.121;10.043;0.077;0.751;5.707;-0.599;0.143;13.342;0.059;0.201;15.447;-0.327;2.703;12.23;-0.217;2.686;9.812;0.251;0.032;10.351;0.134;0.007;10.991;-0.192;0.032;10.351;0.134;1.121;10.043;0.077;-0.417;14.963;0.525;-1.792;14.944;0.224;0.727;14.941;0.572;2.069;15.084;0.174;0.201;15.447;-0.327;0.264;16.322;1.165;-1.792;14.944;0.224;-2.588;12.194;0.12;2.069;15.084;0.174;2.703;12.23;-0.217;0.007;10.991;-0.192;0.143;13.342;0.059;0.751;5.707;-0.599;0.217;1.196;-2.296;-1.033;9.968;0.095;-0.839;5.666;1.019;-0.839;5.666;1.019;-0.777;1.445;-1.305
-2.551;12.189;0.27;-2.733;9.729;0.783;0.065;10.346;0.277;-1.002;9.967;0.239;1.153;10.034;0.216;0.78;5.702;-0.488;0.185;13.336;0.223;0.241;15.444;-0.146;2.75;12.23;-0.048;2.725;9.813;0.429;0.065;10.346;0.277;0.042;10.987;-0.047;0.065;10.346;0.277;1.153;10.034;0.216;-0.376;14.953;0.703;-1.751;14.936;0.403;0.767;14.93;0.749;2.11;15.081;0.354;0.241;15.444;-0.146;0.306;16.311;1.35;-1.751;14.936;0.403;-2.551;12.189;0.27;2.11;15.081;0.354;2.75;12.23;-0.048;0.042;10.987;-0.047;0.185;13.336;0.223;0.78;5.702;-0.488;0.24;1.205;-2.22;-1.002;9.967;0.239;-0.795;5.688;1.261;-0.795;5.688;1.261;-0.692;1.37;-0.876
-2.511;12.172;0.437;-2.709;9.704;0.897;0.101;10.329;0.436;-0.968;9.955;0.395;1.187;10.013;0.373;0.81;5.689;-0.374;0.232;13.317;0.416;0.287;15.429;0.073;2.806;12.22;0.158;2.768;9.808;0.657;0.101;10.329;0.436;0.08;10.972;0.116;0.101;10.329;0.436;1.187;10.013;0.373;-0.33;14.927;0.915;-1.705;14.915;0.617;0.814;14.905;0.961;2.156;15.068;0.57;0.287;15.429;0.073;0.352;16.287;1.574;-1.705;14.915;0.617;-2.511;12.172;0.437;2.156;15.068;0.57;2.806;12.22;0.158;0.08;10.972;0.116;0.232;13.317;0.416;0.81;5.689;-0.374;0.267;1.215;-2.162;-0.968;9.955;0.395;-0.753;5.706;1.536;-0.753;5.706;1.536;-0.571;1.228;-0.236
-2.47;12.141;0.629;-2.689;9.662;1.018;0.141;10.293;0.617;-0.929;9.923;0.573;1.227;9.975;0.554;0.842;5.661;-0.249;0.284;13.279;0.639;0.336;15.396;0.327;2.871;12.192;0.401;2.816;9.789;0.939;0.141;10.293;0.617;0.123;10.939;0.303;0.141;10.293;0.617;1.227;9.975;0.554;-0.278;14.881;1.163;-1.655;14.876;0.87;0.866;14.859;1.206;2.207;15.036;0.816;0.336;15.396;0.327;0.403;16.242;1.835;-1.655;14.876;0.87;-2.47;12.141;0.629;2.207;15.036;0.816;2.871;12.192;0.401;0.123;10.939;0.303;0.284;13.279;0.639;0.842;5.661;-0.249;0.296;1.222;-2.121;-0.929;9.923;0.573;-0.714;5.707;1.831;-0.714;5.707;1.831;-0.433;1.059;0.589
-2.427;12.09;0.848;-2.669;9.602;1.158;0.187;10.237;0.827;-0.884;9.868;0.779;1.272;9.918;0.76;0.878;5.617;-0.108;0.337;13.219;0.892;0.385;15.341;0.612;2.94;12.143;0.677;2.873;9.752;1.265;0.187;10.237;0.827;0.169;10.886;0.519;0.187;10.237;0.827;1.272;9.918;0.76;-0.224;14.812;1.443;-1.602;14.816;1.156;0.92;14.791;1.48;2.258;14.984;1.088;0.385;15.341;0.612;0.457;16.173;2.127;-1.602;14.816;1.156;-2.427;12.09;0.848;2.258;14.984;1.088;2.94;12.143;0.677;0.169;10.886;0.519;0.337;13.219;0.892;0.878;5.617;-0.108;0.332;1.227;-2.094;-0.884;9.868;0.779;-0.675;5.682;2.133;-0.675;5.682;2.133;-0.295;0.916;1.532
-2.382;12.023;1.096;-2.646;9.528;1.321;0.235;10.162;1.072;-0.835;9.794;1.021;1.321;9.845;0.999;0.915;5.562;0.053;0.388;13.142;1.178;0.432;15.268;0.929;3.009;12.078;0.991;2.936;9.7;1.63;0.235;10.162;1.072;0.217;10.815;0.771;0.235;10.162;1.072;1.321;9.845;0.999;-0.172;14.727;1.755;-1.552;14.739;1.474;0.971;14.707;1.786;2.307;14.914;1.391;0.432;15.268;0.929;0.509;16.086;2.452;-1.552;14.739;1.474;-2.382;12.023;1.096;2.307;14.914;1.391;3.009;12.078;0.991;0.217;10.815;0.771;0.388;13.142;1.178;0.915;5.562;0.053;0.373;1.242;-2.081;-0.835;9.794;1.021;-0.628;5.628;2.437;-0.628;5.628;2.437;-0.159;0.833;2.497
-2.334;11.946;1.376;-2.618;9.446;1.509;0.285;10.078;1.357;-0.785;9.71;1.309;1.37;9.761;1.274;0.953;5.498;0.25;0.435;13.056;1.502;0.473;15.185;1.279;3.074;12.001;1.34;3.003;9.635;2.023;0.285;10.078;1.357;0.265;10.734;1.065;0.285;10.078;1.357;1.37;9.761;1.274;-0.126;14.632;2.102;-1.506;14.65;1.826;1.019;14.614;2.126;2.351;14.834;1.727;0.473;15.185;1.279;0.558;15.988;2.809;-1.506;14.65;1.826;-2.334;11.946;1.376;2.351;14.834;1.727;3.074;12.001;1.34;0.265;10.734;1.065;0.435;13.056;1.502;0.953;5.498;0.25;0.417;1.273;-2.07;-0.785;9.71;1.309;-0.572;5.55;2.74;-0.572;5.55;2.74;-0.033;0.8;3.35
-2.285;11.87;1.705;-2.583;9.369;1.748;0.335;9.999;1.697;-0.737;9.633;1.658;1.418;9.681;1.597;0.988;5.436;0.501;0.478;12.976;1.872;0.507;15.106;1.666;3.126;11.927;1.719;3.065;9.568;2.425;0.335;9.999;1.697;0.312;10.658;1.412;0.335;9.999;1.697;1.418;9.681;1.597;-0.084;14.545;2.489;-1.465;14.565;2.22;1.061;14.531;2.505;2.39;14.758;2.1;0.507;15.106;1.666;0.601;15.899;3.201;-1.465;14.565;2.22;-2.285;11.87;1.705;2.39;14.758;2.1;3.126;11.927;1.719;0.312;10.658;1.412;0.478;12.976;1.872;0.988;5.436;0.501;0.467;1.346;-2.05;-0.737;9.633;1.658;-0.505;5.455;3.035;-0.505;5.455;3.035;0.087;0.764;3.962
-2.234;11.811;2.092;-2.54;9.312;2.052;0.385;9.942;2.096;-0.689;9.581;2.072;1.464;9.621;1.972;1.027;5.392;0.822;0.517;12.92;2.294;0.532;15.051;2.097;3.164;11.877;2.127;3.122;9.515;2.825;0.385;9.942;2.096;0.359;10.605;1.819;0.385;9.942;2.096;1.464;9.621;1.972;-0.048;14.483;2.922;-1.432;14.501;2.662;1.096;14.476;2.928;2.422;14.706;2.516;0.532;15.051;2.097;0.637;15.841;3.633;-1.432;14.501;2.662;-2.234;11.811;2.092;2.422;14.706;2.516;3.164;11.877;2.127;0.359;10.605;1.819;0.517;12.92;2.294;1.027;5.392;0.822;0.527;1.487;-2.009;-0.689;9.581;2.072;-0.438;5.361;3.308;-0.438;5.361;3.308;0.188;0.678;4.258
-2.182;11.785;2.532;-2.49;9.287;2.419;0.435;9.922;2.55;-0.641;9.568;2.544;1.51;9.596;2.402;1.069;5.369;1.243;0.553;12.902;2.76;0.55;15.034;2.564;3.188;11.868;2.553;3.172;9.495;3.214;0.435;9.922;2.55;0.409;10.588;2.28;0.435;9.922;2.55;1.51;9.596;2.402;-0.018;14.461;3.394;-1.404;14.472;3.148;1.127;14.462;3.389;2.45;14.693;2.967;0.55;15.034;2.564;0.667;15.825;4.098;-1.404;14.472;3.148;-2.182;11.785;2.532;2.45;14.693;2.967;3.188;11.868;2.553;0.409;10.588;2.28;0.553;12.902;2.76;1.069;5.369;1.243;0.603;1.712;-1.906;-0.641;9.568;2.544;-0.379;5.291;3.563;-0.379;5.291;3.563;0.251;0.568;4.286
-2.129;11.797;3.025;-2.431;9.302;2.859;0.489;9.946;3.051;-0.59;9.6;3.062;1.559;9.613;2.885;1.117;5.366;1.805;0.589;12.93;3.253;0.564;15.061;3.05;3.202;11.904;2.983;3.216;9.516;3.588;0.489;9.946;3.051;0.463;10.612;2.782;0.489;9.946;3.051;1.559;9.613;2.885;0.012;14.486;3.89;-1.377;14.486;3.663;1.156;14.497;3.87;2.475;14.727;3.434;0.564;15.061;3.05;0.697;15.858;4.58;-1.377;14.486;3.663;-2.129;11.797;3.025;2.475;14.727;3.434;3.202;11.904;2.983;0.463;10.612;2.782;0.589;12.93;3.253;1.117;5.366;1.805;0.706;2.017;-1.678;-0.59;9.6;3.062;-0.331;5.268;3.817;-0.331;5.268;3.817;0.28;0.502;4.187
-2.075;11.846;3.569;-2.364;9.351;3.39;0.546;10.015;3.582;-0.534;9.672;3.603;1.614;9.677;3.412;1.185;5.381;2.539;0.625;13.003;3.755;0.579;15.132;3.536;3.209;11.982;3.405;3.251;9.58;3.952;0.546;10.015;3.582;0.52;10.679;3.308;0.546;10.015;3.582;1.614;9.677;3.412;0.045;14.558;4.389;-1.349;14.546;4.193;1.189;14.579;4.35;2.502;14.804;3.893;0.579;15.132;3.536;0.733;15.935;5.061;-1.349;14.546;4.193;-2.075;11.846;3.569;2.502;14.804;3.893;3.209;11.982;3.405;0.52;10.679;3.308;0.625;13.003;3.755;1.185;5.381;2.539;0.861;2.379;-1.255;-0.534;9.672;3.603;-0.29;5.299;4.068;-0.29;5.299;4.068;0.291;0.515;4.066
-2.019;11.925;4.157;-2.289;9.424;4.015;0.605;10.118;4.119;-0.473;9.771;4.144;1.675;9.78;3.957;1.297;5.421;3.451;0.664;13.107;4.242;0.6;15.234;4.003;3.213;12.085;3.801;3.278;9.673;4.299;0.605;10.118;4.119;0.577;10.776;3.832;0.605;10.118;4.119;1.675;9.78;3.957;0.09;14.666;4.874;-1.31;14.642;4.72;1.232;14.693;4.809;2.535;14.908;4.322;0.6;15.234;4.003;0.785;16.042;5.521;-1.31;14.642;4.72;-2.019;11.925;4.157;2.535;14.908;4.322;3.213;12.085;3.801;0.577;10.776;3.832;0.664;13.107;4.242;1.297;5.421;3.451;1.085;2.713;-0.565;-0.473;9.771;4.144;-0.255;5.374;4.284;-0.255;5.374;4.284;0.295;0.599;3.928
-1.959;12.02;4.775;-2.202;9.514;4.727;0.667;10.238;4.64;-0.407;9.879;4.67;1.742;9.91;4.491;1.461;5.514;4.504;0.706;13.228;4.701;0.63;15.351;4.437;3.217;12.195;4.162;3.3;9.778;4.632;0.667;10.238;4.64;0.633;10.889;4.337;0.667;10.238;4.64;1.742;9.91;4.491;0.146;14.793;5.33;-1.257;14.761;5.226;1.286;14.822;5.232;2.577;15.022;4.706;0.63;15.351;4.437;0.854;16.163;5.949;-1.257;14.761;5.226;-1.959;12.02;4.775;2.577;15.022;4.706;3.217;12.195;4.162;0.633;10.889;4.337;0.706;13.228;4.701;1.461;5.514;4.504;1.337;2.927;0.405;-0.407;9.879;4.67;-0.224;5.483;4.453;-0.224;5.483;4.453;0.298;0.74;3.781
