right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.577;12.182;-0.018;-2.744;9.734;0.55;0.0;10.351;0.0;-1.072;9.985;-0.043;1.084;10.025;-0.045;0.715;5.691;-0.74;0.128;13.337;-0.069;0.188;15.447;-0.429;2.648;12.227;-0.383;2.656;9.787;-0.043;0.0;10.351;0.0;-0.012;10.987;-0.334;0.0;10.351;0.0;1.084;10.025;-0.045;-0.437;14.952;0.411;-1.809;14.939;0.094;0.705;14.929;0.469;2.055;15.077;0.097;0.188;15.447;-0.429;0.214;16.303;1.075;-1.809;14.939;0.094;-2.577;12.182;-0.018;2.055;15.077;0.097;2.648;12.227;-0.383;-0.012;10.987;-0.334;0.128;13.337;-0.069;0.715;5.691;-0.74;0.23;1.201;-2.507;-1.072;9.985;-0.043;-0.856;5.783;1.26;-0.856;5.783;1.26;-0.858;1.616;-1.16
-2.546;12.188;0.123;-2.723;9.733;0.655;0.026;10.349;0.141;-1.048;9.99;0.096;1.108;10.016;0.094;0.728;5.689;-0.635;0.161;13.335;0.098;0.225;15.448;-0.239;2.688;12.225;-0.206;2.69;9.787;0.15;0.026;10.349;0.141;0.018;10.988;-0.189;0.026;10.349;0.141;1.108;10.016;0.094;-0.402;14.945;0.595;-1.773;14.942;0.275;0.74;14.92;0.654;2.09;15.072;0.282;0.225;15.448;-0.239;0.251;16.294;1.27;-1.773;14.942;0.275;-2.546;12.188;0.123;2.09;15.072;0.282;2.688;12.225;-0.206;0.018;10.988;-0.189;0.161;13.335;0.098;0.728;5.689;-0.635;0.22;1.215;-2.434;-1.048;9.99;0.096;-0.822;5.818;1.491;-0.822;5.818;1.491;-0.794;1.567;-0.778
-2.499;12.216;0.265;-2.755;9.721;0.502;0.051;10.313;0.394;-1.033;9.988;0.342;1.123;9.95;0.336;0.708;5.67;-0.618;0.21;13.289;0.481;0.296;15.417;0.259;2.836;12.173;0.377;2.752;9.777;0.943;0.051;10.313;0.394;0.061;10.96;0.08;0.051;10.313;0.394;1.123;9.95;0.336;-0.348;14.876;1.056;-1.713;14.933;0.715;0.793;14.838;1.13;2.149;15.011;0.794;0.296;15.417;0.259;0.318;16.217;1.793;-1.713;14.933;0.715;-2.499;12.216;0.265;2.149;15.011;0.794;2.836;12.173;0.377;0.061;10.96;0.08;0.21;13.289;0.481;0.708;5.67;-0.618;0.102;1.315;-2.662;-1.033;9.988;0.342;-0.799;6.029;2.261;-0.799;6.029;2.261;-0.54;1.342;1.172
-2.479;12.176;0.571;-2.75;9.677;0.728;0.074;10.271;0.668;-1.012;9.953;0.614;1.143;9.903;0.6;0.711;5.648;-0.453;0.247;13.243;0.824;0.331;15.374;0.642;2.872;12.132;0.694;2.781;9.734;1.253;0.074;10.271;0.668;0.087;10.924;0.368;0.074;10.271;0.668;1.143;9.903;0.6;-0.311;14.818;1.429;-1.676;14.876;1.089;0.831;14.779;1.501;2.183;14.963;1.154;0.331;15.374;0.642;0.356;16.158;2.185;-1.676;14.876;1.089;-2.479;12.176;0.571;2.183;14.963;1.154;2.872;12.132;0.694;0.087;10.924;0.368;0.247;13.243;0.824;0.711;5.648;-0.453;0.106;1.375;-2.664;-1.012;9.953;0.614;-0.742;6.035;2.609;-0.742;6.035;2.609;-0.423;1.284;1.87
-2.445;12.125;0.881;-2.749;9.624;0.918;0.098;10.205;0.999;-0.989;9.89;0.948;1.167;9.834;0.923;0.73;5.595;-0.193;0.276;13.171;1.189;0.358;15.305;1.042;2.904;12.048;1.17;2.816;9.683;1.852;0.098;10.205;0.999;0.112;10.859;0.702;0.098;10.205;0.999;1.167;9.834;0.923;-0.284;14.735;1.82;-1.649;14.809;1.483;0.857;14.696;1.892;2.21;14.889;1.554;0.358;15.305;1.042;0.384;16.072;2.593;-1.649;14.809;1.483;-2.445;12.125;0.881;2.21;14.889;1.554;2.904;12.048;1.17;0.112;10.859;0.702;0.276;13.171;1.189;0.73;5.595;-0.193;0.099;1.378;-2.502;-0.989;9.89;0.948;-0.733;6.042;3.076;-0.733;6.042;3.076;-0.327;1.246;2.841
-2.413;12.053;1.234;-2.741;9.556;1.19;0.125;10.122;1.368;-0.962;9.807;1.324;1.193;9.752;1.286;0.752;5.524;0.13;0.302;13.086;1.571;0.38;15.221;1.439;2.933;11.957;1.64;2.848;9.626;2.434;0.125;10.122;1.368;0.136;10.777;1.072;0.125;10.122;1.368;1.193;9.752;1.286;-0.26;14.645;2.213;-1.627;14.729;1.884;0.881;14.607;2.283;2.235;14.806;1.95;0.38;15.221;1.439;0.411;15.98;2.994;-1.627;14.729;1.884;-2.413;12.053;1.234;2.235;14.806;1.95;2.933;11.957;1.64;0.136;10.777;1.072;0.302;13.086;1.571;0.752;5.524;0.13;0.101;1.347;-2.245;-0.962;9.807;1.324;-0.715;5.998;3.524;-0.715;5.998;3.524;-0.251;1.203;3.623
-2.378;11.968;1.608;-2.737;9.479;1.464;0.153;10.018;1.79;-0.934;9.699;1.756;1.222;9.651;1.701;0.782;5.433;0.511;0.32;12.982;1.985;0.392;15.117;1.858;2.965;11.851;2.199;2.877;9.587;3.167;0.153;10.018;1.79;0.16;10.671;1.489;0.153;10.018;1.79;1.222;9.651;1.701;-0.245;14.538;2.632;-1.612;14.636;2.312;0.897;14.503;2.7;2.252;14.707;2.376;0.392;15.117;1.858;0.428;15.871;3.415;-1.612;14.636;2.312;-2.378;11.968;1.608;2.252;14.707;2.376;2.965;11.851;2.199;0.16;10.671;1.489;0.32;12.982;1.985;0.782;5.433;0.511;0.109;1.302;-1.937;-0.934;9.699;1.756;-0.707;5.933;4.029;-0.707;5.933;4.029;-0.181;1.169;4.533
-2.343;11.868;2.017;-2.727;9.39;1.78;0.182;9.896;2.265;-0.903;9.571;2.243;1.252;9.534;2.171;0.816;5.322;0.958;0.333;12.861;2.435;0.397;14.996;2.297;2.998;11.74;2.805;2.9;9.57;3.966;0.182;9.896;2.265;0.183;10.546;1.957;0.182;9.896;2.265;1.252;9.534;2.171;-0.236;14.418;3.076;-1.604;14.532;2.766;0.907;14.388;3.14;2.263;14.597;2.826;0.397;14.996;2.297;0.438;15.753;3.853;-1.604;14.532;2.766;-2.343;11.868;2.017;2.263;14.597;2.826;2.998;11.74;2.805;0.183;10.546;1.957;0.333;12.861;2.435;0.816;5.322;0.958;0.124;1.244;-1.573;-0.903;9.571;2.243;-0.694;5.835;4.567;-0.694;5.835;4.567;-0.12;1.131;5.443
-2.305;11.758;2.453;-2.708;9.294;2.12;0.212;9.759;2.801;-0.871;9.425;2.796;1.283;9.403;2.703;0.855;5.192;1.484;0.336;12.727;2.92;0.387;14.861;2.755;3.026;11.635;3.475;2.91;9.599;4.856;0.212;9.759;2.801;0.205;10.403;2.482;0.212;9.759;2.801;1.283;9.403;2.703;-0.239;14.289;3.544;-1.608;14.421;3.245;0.904;14.266;3.603;2.262;14.479;3.3;0.387;14.861;2.755;0.432;15.628;4.305;-1.608;14.421;3.245;-2.305;11.758;2.453;2.262;14.479;3.3;3.026;11.635;3.475;0.205;10.403;2.482;0.336;12.727;2.92;0.855;5.192;1.484;0.152;1.195;-1.169;-0.871;9.425;2.796;-0.678;5.704;5.144;-0.678;5.704;5.144;-0.067;1.084;6.373
-2.267;11.647;2.936;-2.674;9.196;2.519;0.239;9.623;3.401;-0.842;9.281;3.412;1.312;9.273;3.299;0.895;5.056;2.097;0.33;12.596;3.452;0.365;14.726;3.245;3.042;11.548;4.17;2.906;9.659;5.745;0.239;9.623;3.401;0.224;10.261;3.07;0.239;9.623;3.401;1.312;9.273;3.299;-0.252;14.165;4.049;-1.621;14.313;3.758;0.891;14.152;4.102;2.251;14.366;3.806;0.365;14.726;3.245;0.411;15.512;4.786;-1.621;14.313;3.758;-2.267;11.647;2.936;2.251;14.366;3.806;3.042;11.548;4.17;0.224;10.261;3.07;0.33;12.596;3.452;0.895;5.056;2.097;0.196;1.196;-0.754;-0.842;9.281;3.412;-0.641;5.544;5.735;-0.641;5.544;5.735;0.003;0.998;7.199
