right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.56;12.222;0.004;-2.766;9.752;0.451;0.0;10.351;0.0;-1.078;10.004;-0.048;1.079;10.007;-0.046;0.662;5.672;-0.707;0.155;13.329;0.015;0.231;15.451;-0.261;2.672;12.224;-0.282;2.697;9.781;0.029;0.0;10.351;0.0;-0.001;10.991;-0.327;0.0;10.351;0.0;1.079;10.007;-0.046;-0.398;14.928;0.559;-1.77;14.965;0.245;0.744;14.895;0.615;2.091;15.068;0.243;0.231;15.451;-0.261;0.269;16.269;1.263;-1.77;14.965;0.245;-2.56;12.222;0.004;2.091;15.068;0.243;2.672;12.224;-0.282;-0.001;10.991;-0.327;0.155;13.329;0.015;0.662;5.672;-0.707;0.12;1.204;-2.511;-1.078;10.004;-0.048;-0.833;5.888;1.501;-0.833;5.888;1.501;-0.676;1.425;-0.311
-2.526;12.2;0.197;-2.741;9.726;0.619;0.033;10.327;0.203;-1.045;9.98;0.153;1.111;9.982;0.156;0.695;5.651;-0.531;0.19;13.304;0.23;0.265;15.427;-0.039;2.709;12.199;-0.044;2.734;9.759;0.29;0.033;10.327;0.203;0.033;10.967;-0.123;0.033;10.327;0.203;1.111;9.982;0.156;-0.366;14.901;0.778;-1.737;14.941;0.461;0.777;14.868;0.837;2.124;15.045;0.467;0.265;15.427;-0.039;0.299;16.24;1.488;-1.737;14.941;0.461;-2.526;12.2;0.197;2.124;15.045;0.467;2.709;12.199;-0.044;0.033;10.967;-0.123;0.19;13.304;0.23;0.695;5.651;-0.531;0.147;1.191;-2.355;-1.045;9.98;0.153;-0.804;5.881;1.746;-0.804;5.881;1.746;-0.613;1.365;0.074
-2.499;12.159;0.426;-2.736;9.672;0.751;0.066;10.284;0.432;-1.013;9.942;0.375;1.143;9.937;0.377;0.724;5.635;-0.474;0.235;13.258;0.532;0.305;15.386;0.308;2.762;12.161;0.295;2.784;9.729;0.687;0.066;10.284;0.432;0.067;10.932;0.121;0.066;10.284;0.432;1.143;9.937;0.377;-0.327;14.841;1.111;-1.696;14.885;0.788;0.815;14.81;1.174;2.16;15.004;0.805;0.305;15.386;0.308;0.333;16.182;1.845;-1.696;14.885;0.788;-2.499;12.159;0.426;2.16;15.004;0.805;2.762;12.161;0.295;0.067;10.932;0.121;0.235;13.258;0.532;0.724;5.635;-0.474;0.14;1.232;-2.419;-1.013;9.942;0.375;-0.757;5.912;2.134;-0.757;5.912;2.134;-0.45;1.226;1.052
-2.47;12.103;0.678;-2.731;9.608;0.906;0.097;10.224;0.69;-0.983;9.888;0.628;1.173;9.874;0.626;0.75;5.604;-0.368;0.277;13.194;0.852;0.343;15.326;0.667;2.812;12.103;0.652;2.829;9.68;1.097;0.097;10.224;0.69;0.101;10.878;0.391;0.097;10.224;0.69;1.173;9.874;0.626;-0.291;14.765;1.458;-1.659;14.813;1.129;0.851;14.736;1.525;2.195;14.942;1.159;0.343;15.326;0.667;0.366;16.106;2.212;-1.659;14.813;1.129;-2.47;12.103;0.678;2.195;14.942;1.159;2.812;12.103;0.652;0.101;10.878;0.391;0.277;13.194;0.852;0.75;5.604;-0.368;0.146;1.265;-2.447;-0.983;9.888;0.628;-0.712;5.917;2.517;-0.712;5.917;2.517;-0.31;1.151;1.931
-2.442;12.038;0.958;-2.729;9.539;1.077;0.127;10.152;0.985;-0.955;9.822;0.921;1.201;9.798;0.912;0.773;5.564;-0.227;0.317;13.117;1.207;0.379;15.252;1.061;2.859;12.028;1.049;2.87;9.617;1.55;0.127;10.152;0.985;0.133;10.811;0.699;0.127;10.152;0.985;1.201;9.798;0.912;-0.258;14.676;1.838;-1.624;14.728;1.503;0.884;14.648;1.91;2.227;14.866;1.549;0.379;15.252;1.061;0.397;16.016;2.613;-1.624;14.728;1.503;-2.442;12.038;0.958;2.227;14.866;1.549;2.859;12.028;1.049;0.133;10.811;0.699;0.317;13.117;1.207;0.773;5.564;-0.227;0.158;1.313;-2.476;-0.955;9.822;0.921;-0.665;5.909;2.923;-0.665;5.909;2.923;-0.178;1.116;2.804
-2.414;11.969;1.275;-2.729;9.47;1.279;0.153;10.073;1.324;-0.931;9.751;1.259;1.225;9.713;1.239;0.789;5.518;-0.032;0.352;13.032;1.6;0.41;15.169;1.488;2.902;11.945;1.483;2.903;9.544;2.034;0.153;10.073;1.324;0.162;10.737;1.049;0.153;10.073;1.324;1.225;9.713;1.239;-0.229;14.58;2.253;-1.594;14.638;1.914;0.912;14.553;2.33;2.256;14.78;1.976;0.41;15.169;1.488;0.425;15.92;3.047;-1.594;14.638;1.914;-2.414;11.969;1.275;2.256;14.78;1.976;2.902;11.945;1.483;0.162;10.737;1.049;0.352;13.032;1.6;0.789;5.518;-0.032;0.177;1.383;-2.489;-0.931;9.751;1.259;-0.617;5.887;3.35;-0.617;5.887;3.35;-0.055;1.108;3.62
-2.387;11.902;1.635;-2.728;9.409;1.522;0.176;9.995;1.713;-0.911;9.682;1.651;1.244;9.627;1.615;0.798;5.469;0.234;0.381;12.948;2.035;0.436;15.087;1.952;2.937;11.859;1.957;2.928;9.468;2.55;0.176;9.995;1.713;0.189;10.662;1.447;0.176;9.995;1.713;1.244;9.627;1.615;-0.206;14.486;2.706;-1.57;14.549;2.362;0.935;14.46;2.788;2.279;14.693;2.441;0.436;15.087;1.952;0.447;15.825;3.517;-1.57;14.549;2.362;-2.387;11.902;1.635;2.279;14.693;2.441;2.937;11.859;1.957;0.189;10.662;1.447;0.381;12.948;2.035;0.798;5.469;0.234;0.206;1.489;-2.473;-0.911;9.682;1.651;-0.568;5.852;3.798;-0.568;5.852;3.798;0.058;1.106;4.353
-2.361;11.847;2.044;-2.724;9.364;1.821;0.196;9.927;2.157;-0.895;9.626;2.102;1.259;9.55;2.047;0.8;5.418;0.593;0.403;12.876;2.512;0.454;15.015;2.45;2.963;11.783;2.468;2.942;9.4;3.091;0.196;9.927;2.157;0.212;10.596;1.898;0.196;9.927;2.157;1.259;9.55;2.047;-0.19;14.405;3.196;-1.553;14.474;2.85;0.951;14.381;3.282;2.297;14.617;2.944;0.454;15.015;2.45;0.463;15.745;4.019;-1.553;14.474;2.85;-2.361;11.847;2.044;2.297;14.617;2.944;2.963;11.783;2.468;0.212;10.596;1.898;0.403;12.876;2.512;0.8;5.418;0.593;0.248;1.648;-2.407;-0.895;9.626;2.102;-0.519;5.806;4.264;-0.519;5.806;4.264;0.158;1.087;4.969
-2.335;11.811;2.508;-2.715;9.341;2.19;0.212;9.881;2.66;-0.883;9.592;2.613;1.27;9.494;2.539;0.799;5.369;1.07;0.418;12.828;3.03;0.463;14.968;2.978;2.978;11.73;3.009;2.949;9.351;3.648;0.212;9.881;2.66;0.234;10.552;2.402;0.212;9.881;2.66;1.27;9.494;2.539;-0.181;14.353;3.719;-1.544;14.424;3.373;0.96;14.331;3.808;2.308;14.564;3.477;0.463;14.968;2.978;0.472;15.693;4.549;-1.544;14.424;3.373;-2.335;11.811;2.508;2.308;14.564;3.477;2.978;11.73;3.009;0.234;10.552;2.402;0.418;12.828;3.03;0.799;5.369;1.07;0.309;1.874;-2.256;-0.883;9.592;2.613;-0.473;5.754;4.736;-0.473;5.754;4.736;0.239;1.039;5.43
-2.311;11.804;3.028;-2.698;9.345;2.643;0.227;9.872;3.216;-0.87;9.593;3.18;1.281;9.474;3.088;0.802;5.325;1.691;0.426;12.82;3.579;0.463;14.96;3.523;2.982;11.716;3.565;2.949;9.337;4.204;0.227;9.872;3.216;0.253;10.541;2.955;0.227;9.872;3.216;1.281;9.474;3.088;-0.178;14.343;4.265;-1.542;14.414;3.924;0.963;14.326;4.354;2.313;14.551;4.027;0.463;14.96;3.523;0.473;15.684;5.095;-1.542;14.414;3.924;-2.311;11.804;3.028;2.313;14.551;4.027;2.982;11.716;3.565;0.253;10.541;2.955;0.426;12.82;3.579;0.802;5.325;1.691;0.398;2.173;-1.972;-0.87;9.593;3.18;-0.434;5.701;5.196;-0.434;5.701;5.196;0.288;0.964;5.707
