right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.605;12.269;-0.252;-2.949;9.782;-0.045;0.0;10.351;0.0;-1.076;9.996;-0.029;1.08;10.011;-0.033;0.821;5.623;-0.315;0.091;13.324;-0.066;0.149;15.44;-0.385;2.77;12.217;0.118;2.807;9.929;1.031;0.0;10.351;0.0;-0.005;10.975;-0.357;0.0;10.351;0.0;1.08;10.011;-0.033;-0.477;14.928;0.445;-1.844;15.005;0.119;0.666;14.906;0.503;2.026;15.07;0.177;0.149;15.44;-0.385;0.157;16.286;1.125;-1.844;15.005;0.119;-2.605;12.269;-0.252;2.026;15.07;0.177;2.77;12.217;0.118;-0.005;10.975;-0.357;0.091;13.324;-0.066;0.821;5.623;-0.315;0.54;1.473;-2.807;-1.076;9.996;-0.029;-0.873;5.842;1.42;-0.873;5.842;1.42;-0.419;1.14;0.467
-2.581;12.266;0.163;-2.919;9.775;0.307;0.006;10.35;0.466;-1.07;9.995;0.438;1.086;10.009;0.43;0.815;5.631;0.027;0.099;13.322;0.406;0.156;15.439;0.091;2.768;12.215;0.644;2.771;9.948;1.607;0.006;10.35;0.466;0.001;10.974;0.111;0.006;10.35;0.466;1.086;10.009;0.43;-0.473;14.926;0.917;-1.839;15.0;0.585;0.669;14.904;0.981;2.03;15.071;0.662;0.156;15.439;0.091;0.158;16.28;1.604;-1.839;15.0;0.585;-2.581;12.266;0.163;2.03;15.071;0.662;2.768;12.215;0.644;0.001;10.974;0.111;0.099;13.322;0.406;0.815;5.631;0.027;0.533;1.551;-2.578;-1.07;9.995;0.438;-0.862;5.88;1.994;-0.862;5.88;1.994;-0.404;1.155;1.163
-2.565;12.267;0.57;-2.904;9.772;0.644;0.009;10.348;0.929;-1.068;9.995;0.902;1.089;10.007;0.89;0.804;5.645;0.347;0.102;13.321;0.877;0.159;15.438;0.566;2.768;12.217;1.177;2.739;9.976;2.2;0.009;10.348;0.929;0.003;10.974;0.576;0.009;10.348;0.929;1.089;10.007;0.89;-0.474;14.923;1.387;-1.839;14.996;1.049;0.668;14.902;1.458;2.031;15.072;1.148;0.159;15.438;0.566;0.154;16.276;2.081;-1.839;14.996;1.049;-2.565;12.267;0.57;2.031;15.072;1.148;2.768;12.217;1.177;0.003;10.974;0.576;0.102;13.321;0.877;0.804;5.645;0.347;0.521;1.647;-2.382;-1.068;9.995;0.902;-0.855;5.927;2.578;-0.855;5.927;2.578;-0.39;1.179;1.891
-2.558;12.27;0.972;-2.905;9.776;0.971;0.007;10.347;1.388;-1.069;9.994;1.362;1.087;10.005;1.345;0.788;5.666;0.651;0.102;13.32;1.344;0.158;15.438;1.038;2.77;12.22;1.713;2.713;10.01;2.799;0.007;10.347;1.388;0.001;10.974;1.037;0.007;10.347;1.388;1.087;10.005;1.345;-0.479;14.92;1.855;-1.842;14.991;1.508;0.663;14.901;1.931;2.027;15.074;1.63;0.158;15.438;1.038;0.146;16.272;2.554;-1.842;14.991;1.508;-2.558;12.27;0.972;2.027;15.074;1.63;2.77;12.22;1.713;0.001;10.974;1.037;0.102;13.32;1.344;0.788;5.666;0.651;0.502;1.757;-2.205;-1.069;9.994;1.362;-0.852;5.98;3.163;-0.852;5.98;3.163;-0.38;1.213;2.635
-2.558;12.276;1.37;-2.918;9.784;1.293;0.002;10.345;1.842;-1.075;9.993;1.818;1.081;10.003;1.794;0.769;5.692;0.946;0.097;13.319;1.807;0.153;15.437;1.505;2.771;12.226;2.247;2.689;10.049;3.397;0.002;10.345;1.842;-0.005;10.973;1.493;0.002;10.345;1.842;1.081;10.003;1.794;-0.488;14.917;2.317;-1.849;14.987;1.964;0.653;14.899;2.4;2.019;15.075;2.107;0.153;15.437;1.505;0.134;16.269;3.022;-1.849;14.987;1.964;-2.558;12.276;1.37;2.019;15.075;2.107;2.771;12.226;2.247;-0.005;10.973;1.493;0.097;13.319;1.807;0.769;5.692;0.946;0.477;1.879;-2.035;-1.075;9.993;1.818;-0.851;6.038;3.745;-0.851;6.038;3.745;-0.372;1.257;3.38
-2.568;12.283;1.771;-2.945;9.797;1.625;-0.007;10.343;2.29;-1.084;9.992;2.269;1.072;10.001;2.237;0.747;5.721;1.249;0.089;13.317;2.264;0.144;15.436;1.966;2.774;12.234;2.77;2.676;10.09;3.979;-0.007;10.343;2.29;-0.015;10.972;1.943;-0.007;10.343;2.29;1.072;10.001;2.237;-0.5;14.914;2.775;-1.859;14.982;2.415;0.641;14.897;2.862;2.008;15.076;2.575;0.144;15.436;1.966;0.12;16.267;3.483;-1.859;14.982;2.415;-2.568;12.283;1.771;2.008;15.076;2.575;2.774;12.234;2.77;-0.015;10.972;1.943;0.089;13.317;2.264;0.747;5.721;1.249;0.447;1.998;-1.844;-1.084;9.992;2.269;-0.854;6.094;4.308;-0.854;6.094;4.308;-0.367;1.304;4.097
-2.583;12.291;2.175;-2.979;9.811;1.968;-0.018;10.341;2.733;-1.096;9.99;2.716;1.06;9.998;2.675;0.723;5.75;1.56;0.079;13.315;2.716;0.132;15.435;2.42;2.776;12.242;3.278;2.666;10.13;4.541;-0.018;10.341;2.733;-0.027;10.971;2.389;-0.018;10.341;2.733;1.06;9.998;2.675;-0.513;14.911;3.226;-1.871;14.978;2.862;0.628;14.895;3.317;1.995;15.076;3.034;0.132;15.435;2.42;0.105;16.266;3.937;-1.871;14.978;2.862;-2.583;12.291;2.175;1.995;15.076;3.034;2.776;12.242;3.278;-0.027;10.971;2.389;0.079;13.315;2.716;0.723;5.75;1.56;0.412;2.11;-1.629;-1.096;9.99;2.716;-0.857;6.146;4.853;-0.857;6.146;4.853;-0.364;1.353;4.781
-2.596;12.294;2.588;-3.0;9.821;2.336;-0.031;10.338;3.173;-1.108;9.988;3.16;1.047;9.995;3.109;0.699;5.773;1.903;0.067;13.312;3.161;0.119;15.432;2.867;2.77;12.246;3.761;2.647;10.158;5.061;-0.031;10.338;3.173;-0.041;10.97;2.83;-0.031;10.338;3.173;1.047;9.995;3.109;-0.527;14.908;3.673;-1.885;14.974;3.307;0.614;14.892;3.764;1.981;15.075;3.483;0.119;15.432;2.867;0.091;16.263;4.385;-1.885;14.974;3.307;-2.596;12.294;2.588;1.981;15.075;3.483;2.77;12.246;3.761;-0.041;10.97;2.83;0.067;13.312;3.161;0.699;5.773;1.903;0.376;2.197;-1.356;-1.108;9.988;3.16;-0.86;6.185;5.369;-0.86;6.185;5.369;-0.362;1.392;5.397
-2.602;12.293;3.018;-3.004;9.822;2.744;-0.043;10.335;3.612;-1.121;9.985;3.603;1.035;9.992;3.543;0.677;5.783;2.293;0.055;13.309;3.602;0.106;15.429;3.31;2.754;12.244;4.212;2.621;10.167;5.529;-0.043;10.335;3.612;-0.055;10.967;3.27;-0.043;10.335;3.612;1.035;9.992;3.543;-0.538;14.904;4.116;-1.897;14.97;3.754;0.603;14.889;4.205;1.97;15.073;3.922;0.106;15.429;3.31;0.082;16.258;4.829;-1.897;14.97;3.754;-2.602;12.293;3.018;1.97;15.073;3.922;2.754;12.244;4.212;-0.055;10.967;3.27;0.055;13.309;3.602;0.677;5.783;2.293;0.343;2.242;-1.002;-1.121;9.985;3.603;-0.862;6.205;5.849;-0.862;6.205;5.849;-0.36;1.412;5.924
-2.604;12.286;3.473;-2.995;9.812;3.206;-0.053;10.331;4.053;-1.13;9.981;4.05;1.025;9.988;3.979;0.662;5.775;2.745;0.045;13.305;4.041;0.096;15.426;3.749;2.735;12.235;4.629;2.598;10.154;5.939;-0.053;10.331;4.053;-0.066;10.963;3.711;-0.053;10.331;4.053;1.025;9.988;3.979;-0.544;14.9;4.559;-1.905;14.966;4.204;0.597;14.884;4.642;1.962;15.068;4.352;0.096;15.426;3.749;0.079;16.252;5.269;-1.905;14.966;4.204;-2.604;12.286;3.473;1.962;15.068;4.352;2.735;12.235;4.629;-0.066;10.963;3.711;0.045;13.305;4.041;0.662;5.775;2.745;0.315;2.228;-0.542;-1.13;9.981;4.05;-0.86;6.196;6.287;-0.86;6.196;6.287;-0.359;1.404;6.342
