right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.569;12.271;-0.099;-2.844;9.811;0.367;0.0;10.351;0.0;-1.07;9.979;-0.017;1.085;10.029;-0.051;0.746;5.666;-0.556;0.119;13.323;-0.056;0.214;15.43;-0.423;2.757;12.185;-0.068;2.777;9.808;0.578;0.0;10.351;0.0;-0.02;10.978;-0.352;0.0;10.351;0.0;1.085;10.029;-0.051;-0.418;14.949;0.419;-1.785;15.019;0.087;0.724;14.908;0.476;2.08;15.049;0.124;0.214;15.43;-0.423;0.276;16.299;1.072;-1.785;15.019;0.087;-2.569;12.271;-0.099;2.08;15.049;0.124;2.757;12.185;-0.068;-0.02;10.978;-0.352;0.119;13.323;-0.056;0.746;5.666;-0.556;0.008;1.009;-1.684;-1.07;9.979;-0.017;-1.017;5.788;1.337;-1.017;5.788;1.337;-0.838;1.573;-0.993
-2.493;12.235;0.289;-2.757;9.765;0.711;0.063;10.319;0.392;-1.007;9.947;0.391;1.148;9.996;0.323;0.79;5.65;-0.292;0.184;13.291;0.34;0.275;15.399;-0.024;2.815;12.151;0.335;2.819;9.785;1.022;0.063;10.319;0.392;0.038;10.946;0.042;0.063;10.319;0.392;1.148;9.996;0.323;-0.35;14.916;0.824;-1.719;14.984;0.506;0.793;14.875;0.87;2.145;15.018;0.506;0.275;15.399;-0.024;0.352;16.264;1.473;-1.719;14.984;0.506;-2.493;12.235;0.289;2.145;15.018;0.506;2.815;12.151;0.335;0.038;10.946;0.042;0.184;13.291;0.34;0.79;5.65;-0.292;0.016;1.016;-1.494;-1.007;9.947;0.391;-0.932;5.788;1.84;-0.932;5.788;1.84;-0.785;1.532;-0.415
-2.42;12.201;0.662;-2.685;9.722;1.021;0.128;10.286;0.781;-0.942;9.915;0.795;1.211;9.964;0.694;0.833;5.638;-0.045;0.249;13.259;0.735;0.334;15.368;0.375;2.882;12.12;0.754;2.871;9.773;1.502;0.128;10.286;0.781;0.098;10.915;0.433;0.128;10.286;0.781;1.211;9.964;0.694;-0.282;14.882;1.227;-1.655;14.949;0.922;0.861;14.842;1.262;2.21;14.989;0.887;0.334;15.368;0.375;0.425;16.229;1.873;-1.655;14.949;0.922;-2.42;12.201;0.662;2.21;14.989;0.887;2.882;12.12;0.754;0.098;10.915;0.433;0.249;13.259;0.735;0.833;5.638;-0.045;0.037;1.047;-1.388;-0.942;9.915;0.795;-0.838;5.798;2.356;-0.838;5.798;2.356;-0.708;1.469;0.243
-2.356;12.171;1.025;-2.633;9.683;1.31;0.192;10.255;1.168;-0.879;9.885;1.199;1.273;9.931;1.064;0.875;5.63;0.204;0.312;13.228;1.128;0.39;15.338;0.772;2.954;12.093;1.185;2.935;9.771;2.007;0.192;10.255;1.168;0.157;10.884;0.823;0.192;10.255;1.168;1.273;9.931;1.064;-0.218;14.849;1.628;-1.594;14.914;1.336;0.925;14.811;1.654;2.271;14.962;1.27;0.39;15.338;0.772;0.493;16.196;2.271;-1.594;14.914;1.336;-2.356;12.171;1.025;2.271;14.962;1.27;2.954;12.093;1.185;0.157;10.884;0.823;0.312;13.228;1.128;0.875;5.63;0.204;0.073;1.102;-1.337;-0.879;9.885;1.199;-0.735;5.815;2.875;-0.735;5.815;2.875;-0.605;1.394;0.962
-2.299;12.145;1.379;-2.596;9.651;1.575;0.253;10.226;1.557;-0.818;9.858;1.602;1.332;9.9;1.435;0.912;5.628;0.449;0.371;13.199;1.522;0.441;15.31;1.172;3.029;12.073;1.631;3.002;9.784;2.542;0.253;10.226;1.557;0.214;10.856;1.214;0.253;10.226;1.557;1.332;9.9;1.435;-0.16;14.817;2.031;-1.537;14.881;1.749;0.984;14.782;2.048;2.328;14.937;1.657;0.441;15.31;1.172;0.553;16.166;2.672;-1.537;14.881;1.749;-2.299;12.145;1.379;2.328;14.937;1.657;3.029;12.073;1.631;0.214;10.856;1.214;0.371;13.199;1.522;0.912;5.628;0.449;0.115;1.194;-1.344;-0.818;9.858;1.602;-0.628;5.842;3.402;-0.628;5.842;3.402;-0.477;1.318;1.749
-2.254;12.125;1.735;-2.581;9.63;1.844;0.31;10.199;1.948;-0.761;9.833;2.008;1.386;9.871;1.811;0.945;5.628;0.716;0.426;13.173;1.917;0.487;15.285;1.573;3.107;12.058;2.082;3.081;9.807;3.083;0.31;10.199;1.948;0.268;10.83;1.607;0.31;10.199;1.948;1.386;9.871;1.811;-0.106;14.787;2.435;-1.486;14.851;2.164;1.038;14.756;2.444;2.379;14.916;2.047;0.487;15.285;1.573;0.606;16.139;3.073;-1.486;14.851;2.164;-2.254;12.125;1.735;2.379;14.916;2.047;3.107;12.058;2.082;0.268;10.83;1.607;0.426;13.173;1.917;0.945;5.628;0.716;0.161;1.309;-1.345;-0.761;9.833;2.008;-0.521;5.871;3.916;-0.521;5.871;3.916;-0.333;1.253;2.551
-2.214;12.109;2.094;-2.569;9.615;2.117;0.363;10.175;2.343;-0.708;9.812;2.416;1.436;9.845;2.192;0.975;5.629;1.002;0.476;13.149;2.316;0.527;15.263;1.978;3.179;12.048;2.536;3.154;9.838;3.625;0.363;10.175;2.343;0.317;10.807;2.003;0.363;10.175;2.343;1.436;9.845;2.192;-0.059;14.76;2.842;-1.441;14.823;2.581;1.085;14.733;2.843;2.424;14.898;2.441;0.527;15.263;1.978;0.652;16.116;3.478;-1.441;14.823;2.581;-2.214;12.109;2.094;2.424;14.898;2.441;3.179;12.048;2.536;0.317;10.807;2.003;0.476;13.149;2.316;0.975;5.629;1.002;0.206;1.448;-1.33;-0.708;9.812;2.416;-0.417;5.902;4.423;-0.417;5.902;4.423;-0.178;1.208;3.359
-2.177;12.095;2.466;-2.557;9.606;2.414;0.411;10.154;2.744;-0.659;9.793;2.83;1.482;9.822;2.58;1.004;5.628;1.324;0.521;13.129;2.718;0.563;15.243;2.386;3.243;12.04;2.984;3.219;9.869;4.148;0.411;10.154;2.744;0.363;10.786;2.405;0.411;10.154;2.744;1.482;9.822;2.58;-0.015;14.737;3.252;-1.399;14.799;3.002;1.129;14.713;3.246;2.466;14.882;2.839;0.563;15.243;2.386;0.694;16.094;3.886;-1.399;14.799;3.002;-2.177;12.095;2.466;2.466;14.882;2.839;3.243;12.04;2.984;0.363;10.786;2.405;0.521;13.129;2.718;1.004;5.628;1.324;0.25;1.591;-1.254;-0.659;9.793;2.83;-0.319;5.927;4.912;-0.319;5.927;4.912;-0.024;1.182;4.125
-2.134;12.082;2.855;-2.526;9.596;2.746;0.458;10.136;3.154;-0.613;9.777;3.25;1.526;9.802;2.979;1.035;5.618;1.694;0.564;13.111;3.126;0.597;15.226;2.798;3.293;12.031;3.418;3.266;9.89;4.636;0.458;10.136;3.154;0.407;10.768;2.815;0.458;10.136;3.154;1.526;9.802;2.979;0.026;14.716;3.667;-1.36;14.779;3.429;1.171;14.696;3.653;2.505;14.868;3.239;0.597;15.226;2.798;0.735;16.075;4.299;-1.36;14.779;3.429;-2.134;12.082;2.855;2.505;14.868;3.239;3.293;12.031;3.418;0.407;10.768;2.815;0.564;13.111;3.126;1.035;5.618;1.694;0.296;1.714;-1.086;-0.613;9.777;3.25;-0.227;5.939;5.378;-0.227;5.939;5.378;0.121;1.166;4.815
-2.087;12.067;3.273;-2.48;9.582;3.134;0.503;10.121;3.573;-0.566;9.762;3.679;1.57;9.785;3.389;1.076;5.594;2.129;0.606;13.095;3.54;0.631;15.211;3.214;3.333;12.019;3.83;3.305;9.895;5.077;0.503;10.121;3.573;0.451;10.752;3.233;0.503;10.121;3.573;1.57;9.785;3.389;0.069;14.698;4.088;-1.32;14.762;3.864;1.213;14.681;4.064;2.545;14.855;3.642;0.631;15.211;3.214;0.778;16.057;4.717;-1.32;14.762;3.864;-2.087;12.067;3.273;2.545;14.855;3.642;3.333;12.019;3.83;0.451;10.752;3.233;0.606;13.095;3.54;1.076;5.594;2.129;0.352;1.792;-0.792;-0.566;9.762;3.679;-0.144;5.929;5.808;-0.144;5.929;5.808;0.249;1.144;5.394
