right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.623;12.194;-0.022;-2.792;9.744;0.539;0.0;10.351;0.0;-1.064;9.965;-0.042;1.09;10.047;-0.053;0.723;5.707;-0.711;0.106;13.343;-0.087;0.164;15.447;-0.481;2.663;12.23;-0.361;2.649;9.811;0.104;0.0;10.351;0.0;-0.026;10.991;-0.327;0.0;10.351;0.0;1.09;10.047;-0.053;-0.454;14.966;0.372;-1.829;14.945;0.069;0.689;14.944;0.421;2.032;15.085;0.023;0.164;15.447;-0.481;0.224;16.325;1.009;-1.829;14.945;0.069;-2.623;12.194;-0.022;2.032;15.085;0.023;2.663;12.23;-0.361;-0.026;10.991;-0.327;0.106;13.343;-0.087;0.723;5.707;-0.711;0.197;1.188;-2.389;-1.064;9.965;-0.042;-0.884;5.649;0.818;-0.884;5.649;0.818;-0.829;1.461;-1.565
-2.586;12.194;0.12;-2.758;9.741;0.666;0.033;10.351;0.134;-1.033;9.968;0.094;1.122;10.043;0.076;0.753;5.706;-0.598;0.144;13.342;0.059;0.202;15.448;-0.325;2.703;12.231;-0.217;2.686;9.811;0.247;0.033;10.351;0.134;0.008;10.991;-0.192;0.033;10.351;0.134;1.122;10.043;0.076;-0.416;14.963;0.527;-1.791;14.943;0.225;0.728;14.94;0.574;2.07;15.085;0.176;0.202;15.448;-0.325;0.264;16.321;1.167;-1.791;14.943;0.225;-2.586;12.194;0.12;2.07;15.085;0.176;2.703;12.231;-0.217;0.008;10.991;-0.192;0.144;13.342;0.059;0.753;5.706;-0.598;0.22;1.195;-2.295;-1.033;9.968;0.094;-0.841;5.666;1.02;-0.841;5.666;1.02;-0.781;1.443;-1.3
-2.544;12.189;0.27;-2.724;9.73;0.787;0.069;10.347;0.277;-0.999;9.969;0.237;1.156;10.034;0.217;0.786;5.702;-0.486;0.189;13.336;0.227;0.247;15.445;-0.139;2.753;12.23;-0.043;2.729;9.812;0.425;0.069;10.347;0.277;0.046;10.988;-0.046;0.069;10.347;0.277;1.156;10.034;0.217;-0.371;14.953;0.708;-1.746;14.936;0.405;0.772;14.93;0.755;2.115;15.081;0.362;0.247;15.445;-0.139;0.308;16.311;1.357;-1.746;14.936;0.405;-2.544;12.189;0.27;2.115;15.081;0.362;2.753;12.23;-0.043;0.046;10.988;-0.046;0.189;13.336;0.227;0.786;5.702;-0.486;0.25;1.205;-2.219;-0.999;9.969;0.237;-0.797;5.689;1.259;-0.797;5.689;1.259;-0.697;1.37;-0.876
-2.497;12.174;0.438;-2.69;9.707;0.904;0.11;10.331;0.438;-0.959;9.959;0.393;1.196;10.014;0.378;0.823;5.689;-0.368;0.243;13.319;0.427;0.3;15.432;0.087;2.815;12.221;0.172;2.78;9.806;0.654;0.11;10.331;0.438;0.091;10.975;0.119;0.11;10.331;0.438;1.196;10.014;0.378;-0.319;14.929;0.926;-1.693;14.917;0.621;0.824;14.906;0.976;2.168;15.068;0.588;0.3;15.432;0.087;0.357;16.288;1.589;-1.693;14.917;0.621;-2.497;12.174;0.438;2.168;15.068;0.588;2.815;12.221;0.172;0.091;10.975;0.119;0.243;13.319;0.427;0.823;5.689;-0.368;0.288;1.215;-2.16;-0.959;9.959;0.393;-0.754;5.708;1.53;-0.754;5.708;1.53;-0.574;1.232;-0.247
-2.447;12.142;0.628;-2.656;9.664;1.027;0.156;10.297;0.62;-0.914;9.929;0.568;1.242;9.976;0.56;0.865;5.661;-0.24;0.301;13.281;0.655;0.355;15.399;0.347;2.885;12.195;0.421;2.837;9.785;0.933;0.156;10.297;0.62;0.141;10.944;0.307;0.156;10.297;0.62;1.242;9.976;0.56;-0.263;14.883;1.179;-1.638;14.878;0.874;0.88;14.861;1.228;2.223;15.038;0.843;0.355;15.399;0.347;0.408;16.244;1.856;-1.638;14.878;0.874;-2.447;12.142;0.628;2.223;15.038;0.843;2.885;12.195;0.421;0.141;10.944;0.307;0.301;13.281;0.655;0.865;5.661;-0.24;0.333;1.222;-2.116;-0.914;9.929;0.568;-0.714;5.711;1.821;-0.714;5.711;1.821;-0.436;1.063;0.577
-2.396;12.09;0.849;-2.623;9.602;1.172;0.207;10.241;0.827;-0.864;9.875;0.768;1.292;9.919;0.767;0.911;5.617;-0.098;0.36;13.222;0.912;0.41;15.344;0.637;2.957;12.146;0.703;2.901;9.746;1.254;0.207;10.241;0.827;0.193;10.891;0.523;0.207;10.241;0.827;1.292;9.919;0.767;-0.206;14.814;1.463;-1.581;14.818;1.162;0.937;14.793;1.509;2.277;14.986;1.122;0.41;15.344;0.637;0.461;16.176;2.154;-1.581;14.818;1.162;-2.396;12.09;0.849;2.277;14.986;1.122;2.957;12.146;0.703;0.193;10.891;0.523;0.36;13.222;0.912;0.911;5.617;-0.098;0.387;1.226;-2.086;-0.864;9.875;0.768;-0.675;5.686;2.119;-0.675;5.686;2.119;-0.3;0.918;1.532
-2.344;12.02;1.103;-2.588;9.525;1.347;0.262;10.166;1.069;-0.809;9.801;1.003;1.347;9.845;1.007;0.961;5.559;0.067;0.417;13.144;1.204;0.462;15.27;0.961;3.028;12.078;1.019;2.969;9.687;1.609;0.262;10.166;1.069;0.248;10.821;0.773;0.262;10.166;1.069;1.347;9.845;1.007;-0.151;14.726;1.78;-1.526;14.739;1.482;0.993;14.707;1.823;2.33;14.914;1.434;0.462;15.27;0.961;0.513;16.087;2.486;-1.526;14.739;1.482;-2.344;12.02;1.103;2.33;14.914;1.434;3.028;12.078;1.019;0.248;10.821;0.773;0.417;13.144;1.204;0.961;5.559;0.067;0.451;1.235;-2.067;-0.809;9.801;1.003;-0.632;5.632;2.416;-0.632;5.632;2.416;-0.174;0.836;2.518
-2.289;11.939;1.388;-2.547;9.438;1.549;0.319;10.08;1.356;-0.752;9.715;1.286;1.404;9.761;1.289;1.014;5.494;0.27;0.47;13.055;1.536;0.509;15.184;1.32;3.092;11.997;1.373;3.035;9.613;1.99;0.319;10.08;1.356;0.305;10.738;1.069;0.319;10.08;1.356;1.404;9.761;1.289;-0.1;14.628;2.133;-1.476;14.648;1.836;1.043;14.611;2.174;2.379;14.83;1.785;0.509;15.184;1.32;0.559;15.988;2.852;-1.476;14.648;1.836;-2.289;11.939;1.388;2.379;14.83;1.785;3.092;11.997;1.373;0.305;10.738;1.069;0.47;13.055;1.536;1.014;5.494;0.27;0.527;1.263;-2.049;-0.752;9.715;1.286;-0.578;5.551;2.714;-0.578;5.551;2.714;-0.058;0.811;3.41
-2.232;11.856;1.715;-2.499;9.353;1.793;0.375;9.996;1.698;-0.696;9.632;1.629;1.46;9.677;1.621;1.066;5.428;0.531;0.518;12.969;1.914;0.549;15.101;1.717;3.144;11.918;1.76;3.095;9.535;2.384;0.375;9.996;1.698;0.36;10.658;1.419;0.375;9.996;1.698;1.46;9.677;1.621;-0.057;14.535;2.526;-1.433;14.558;2.229;1.087;14.522;2.565;2.421;14.747;2.176;0.549;15.101;1.717;0.599;15.895;3.254;-1.433;14.558;2.229;-2.232;11.856;1.715;2.421;14.747;2.176;3.144;11.918;1.76;0.36;10.658;1.419;0.518;12.969;1.914;1.066;5.428;0.531;0.615;1.328;-2.019;-0.696;9.632;1.629;-0.511;5.453;3.009;-0.511;5.453;3.009;0.055;0.789;4.08
-2.176;11.788;2.093;-2.448;9.284;2.091;0.429;9.931;2.099;-0.644;9.571;2.037;1.512;9.611;2.008;1.121;5.375;0.867;0.56;12.904;2.34;0.579;15.037;2.155;3.181;11.859;2.179;3.147;9.472;2.785;0.429;9.931;2.099;0.413;10.597;1.828;0.429;9.931;2.099;1.512;9.611;2.008;-0.023;14.464;2.962;-1.399;14.485;2.664;1.121;14.457;2.999;2.454;14.685;2.61;0.579;15.037;2.155;0.629;15.828;3.694;-1.399;14.485;2.664;-2.176;11.788;2.093;2.454;14.685;2.61;3.181;11.859;2.179;0.413;10.597;1.828;0.56;12.904;2.34;1.121;5.375;0.867;0.725;1.456;-1.961;-0.644;9.571;2.037;-0.439;5.353;3.288;-0.439;5.353;3.288;0.161;0.714;4.445
