right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.697;12.135;-0.358;-2.875;9.643;-0.031;0.0;10.351;0.0;-1.07;9.979;-0.029;1.086;10.029;-0.036;0.78;5.683;-0.686;0.006;13.327;-0.067;0.009;15.419;-0.521;2.805;12.356;-0.058;2.555;10.025;0.7;0.0;10.351;0.0;-0.016;10.976;-0.354;0.0;10.351;0.0;1.086;10.029;-0.036;-0.62;14.943;0.327;-1.976;14.889;-0.05;0.521;14.96;0.41;1.87;15.151;0.057;0.009;15.419;-0.521;0.006;16.352;0.936;-1.976;14.889;-0.05;-2.697;12.135;-0.358;1.87;15.151;0.057;2.805;12.356;-0.058;-0.016;10.976;-0.354;0.006;13.327;-0.067;0.78;5.683;-0.686;0.349;1.161;-2.383;-1.07;9.979;-0.029;-0.961;5.712;1.06;-0.961;5.712;1.06;-0.917;1.626;-1.495
-2.667;12.217;-0.194;-2.877;9.724;0.096;0.012;10.395;0.131;-1.063;10.037;0.098;1.093;10.06;0.09;0.775;5.732;-0.666;0.052;13.371;0.103;0.081;15.47;-0.321;2.841;12.366;0.094;2.567;10.03;0.828;0.012;10.395;0.131;0.004;11.025;-0.216;0.012;10.395;0.131;1.093;10.06;0.09;-0.552;14.989;0.522;-1.909;14.958;0.149;0.59;14.99;0.603;1.94;15.17;0.248;0.081;15.47;-0.321;0.094;16.382;1.149;-1.909;14.958;0.149;-2.667;12.217;-0.194;1.94;15.17;0.248;2.841;12.366;0.094;0.004;11.025;-0.216;0.052;13.371;0.103;0.775;5.732;-0.666;0.377;1.276;-2.537;-1.063;10.037;0.098;-0.9;5.82;1.36;-0.9;5.82;1.36;-0.897;1.711;-1.158
-2.625;12.222;0.058;-2.865;9.739;0.409;0.028;10.386;0.323;-1.049;10.035;0.29;1.107;10.044;0.281;0.785;5.72;-0.495;0.118;13.363;0.281;0.167;15.46;-0.147;2.853;12.309;0.231;2.59;9.96;0.926;0.028;10.386;0.323;0.023;11.016;-0.023;0.028;10.386;0.323;1.107;10.044;0.281;-0.466;14.988;0.7;-1.827;14.958;0.339;0.676;14.977;0.775;2.028;15.135;0.418;0.167;15.46;-0.147;0.192;16.367;1.327;-1.827;14.958;0.339;-2.625;12.222;0.058;2.028;15.135;0.418;2.853;12.309;0.231;0.023;11.016;-0.023;0.118;13.363;0.281;0.785;5.72;-0.495;0.314;1.263;-2.345;-1.049;10.035;0.29;-0.907;5.926;1.872;-0.907;5.926;1.872;-0.643;1.413;0.201
-2.592;12.205;0.302;-2.845;9.717;0.601;0.044;10.357;0.548;-1.034;10.011;0.51;1.122;10.01;0.499;0.782;5.706;-0.373;0.155;13.334;0.555;0.214;15.438;0.164;2.876;12.265;0.492;2.6;9.906;1.146;0.044;10.357;0.548;0.043;10.993;0.214;0.044;10.357;0.548;1.122;10.01;0.499;-0.422;14.954;1.002;-1.783;14.932;0.641;0.72;14.936;1.077;2.074;15.094;0.725;0.214;15.438;0.164;0.24;16.317;1.654;-1.783;14.932;0.641;-2.592;12.205;0.302;2.074;15.094;0.725;2.876;12.265;0.492;0.043;10.993;0.214;0.155;13.334;0.555;0.782;5.706;-0.373;0.262;1.292;-2.312;-1.034;10.011;0.51;-0.876;5.997;2.316;-0.876;5.997;2.316;-0.505;1.306;1.277
-2.545;12.189;0.511;-2.81;9.692;0.712;0.061;10.326;0.781;-1.02;9.987;0.734;1.137;9.975;0.722;0.768;5.7;-0.274;0.192;13.303;0.862;0.261;15.414;0.516;2.904;12.224;0.812;2.591;9.855;1.41;0.061;10.326;0.781;0.063;10.971;0.465;0.061;10.326;0.781;1.137;9.975;0.722;-0.383;14.915;1.339;-1.74;14.901;0.963;0.758;14.891;1.422;2.115;15.053;1.086;0.261;15.414;0.516;0.276;16.259;2.026;-1.74;14.901;0.963;-2.545;12.189;0.511;2.115;15.053;1.086;2.904;12.224;0.812;0.063;10.971;0.465;0.192;13.303;0.862;0.768;5.7;-0.274;0.221;1.355;-2.356;-1.02;9.987;0.734;-0.811;6.046;2.69;-0.811;6.046;2.69;-0.4;1.291;2.023
-2.503;12.184;0.763;-2.782;9.682;0.865;0.077;10.296;1.026;-1.005;9.967;0.97;1.151;9.94;0.955;0.752;5.698;-0.163;0.231;13.27;1.19;0.313;15.39;0.901;2.935;12.178;1.135;2.59;9.799;1.672;0.077;10.296;1.026;0.084;10.951;0.73;0.077;10.296;1.026;1.151;9.94;0.955;-0.338;14.872;1.708;-1.693;14.872;1.325;0.803;14.84;1.795;2.163;15.005;1.47;0.313;15.39;0.901;0.325;16.193;2.434;-1.693;14.872;1.325;-2.503;12.184;0.763;2.163;15.005;1.47;2.935;12.178;1.135;0.084;10.951;0.73;0.231;13.27;1.19;0.752;5.698;-0.163;0.189;1.437;-2.408;-1.005;9.967;0.97;-0.737;6.099;3.06;-0.737;6.099;3.06;-0.284;1.312;2.74
-2.468;12.181;1.062;-2.762;9.68;1.081;0.095;10.268;1.294;-0.99;9.948;1.23;1.166;9.905;1.212;0.741;5.694;-0.01;0.268;13.234;1.539;0.365;15.36;1.307;2.969;12.128;1.465;2.599;9.74;1.944;0.095;10.268;1.294;0.106;10.93;1.016;0.095;10.268;1.294;1.166;9.905;1.212;-0.29;14.826;2.099;-1.644;14.846;1.714;0.85;14.784;2.186;2.211;14.95;1.867;0.365;15.36;1.307;0.381;16.123;2.86;-1.644;14.846;1.714;-2.468;12.181;1.062;2.211;14.95;1.867;2.969;12.128;1.465;0.106;10.93;1.016;0.268;13.234;1.539;0.741;5.694;-0.01;0.174;1.526;-2.421;-0.99;9.948;1.23;-0.666;6.145;3.43;-0.666;6.145;3.43;-0.162;1.353;3.461
-2.441;12.167;1.422;-2.748;9.667;1.384;0.115;10.232;1.606;-0.972;9.92;1.539;1.184;9.866;1.512;0.743;5.682;0.206;0.301;13.192;1.914;0.409;15.322;1.728;3.003;12.075;1.811;2.618;9.68;2.245;0.115;10.232;1.606;0.129;10.9;1.342;0.115;10.232;1.606;1.184;9.866;1.512;-0.246;14.774;2.51;-1.601;14.812;2.131;0.894;14.724;2.593;2.255;14.89;2.272;0.409;15.322;1.728;0.436;16.051;3.297;-1.601;14.812;2.131;-2.441;12.167;1.422;2.255;14.89;2.272;3.003;12.075;1.811;0.129;10.9;1.342;0.301;13.192;1.914;0.743;5.682;0.206;0.186;1.615;-2.376;-0.972;9.92;1.539;-0.614;6.169;3.821;-0.614;6.169;3.821;-0.051;1.402;4.241
-2.429;12.125;1.866;-2.741;9.626;1.812;0.135;10.184;1.989;-0.953;9.874;1.927;1.202;9.817;1.885;0.766;5.658;0.501;0.323;13.139;2.329;0.433;15.271;2.167;3.027;12.021;2.184;2.65;9.622;2.598;0.135;10.184;1.989;0.148;10.854;1.731;0.135;10.184;1.989;1.202;9.817;1.885;-0.216;14.715;2.949;-1.575;14.763;2.584;0.925;14.662;3.02;2.282;14.83;2.687;0.433;15.271;2.167;0.477;15.983;3.744;-1.575;14.763;2.584;-2.429;12.125;1.866;2.282;14.83;2.687;3.027;12.021;2.184;0.148;10.854;1.731;0.323;13.139;2.329;0.766;5.658;0.501;0.233;1.717;-2.273;-0.953;9.874;1.927;-0.594;6.145;4.245;-0.594;6.145;4.245;0.02;1.436;5.06
-2.438;12.055;2.421;-2.743;9.555;2.404;0.148;10.124;2.473;-0.939;9.81;2.425;1.215;9.76;2.359;0.805;5.628;0.89;0.326;13.081;2.801;0.428;15.212;2.635;3.035;11.97;2.602;2.687;9.569;3.029;0.148;10.124;2.473;0.156;10.793;2.211;0.148;10.124;2.473;1.215;9.76;2.359;-0.206;14.656;3.429;-1.571;14.702;3.089;0.936;14.605;3.48;2.287;14.775;3.122;0.428;15.212;2.635;0.499;15.928;4.209;-1.571;14.702;3.089;-2.438;12.055;2.421;2.287;14.775;3.122;3.035;11.97;2.602;0.156;10.793;2.211;0.326;13.081;2.801;0.805;5.628;0.89;0.314;1.881;-2.149;-0.939;9.81;2.425;-0.604;6.059;4.71;-0.604;6.059;4.71;0.035;1.409;5.803
