right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.676;12.04;0.124;-2.739;9.571;0.619;0.0;10.351;0.0;-1.06;9.953;-0.036;1.093;10.058;-0.049;0.76;5.723;-0.756;-0.011;13.335;-0.038;-0.08;15.453;-0.345;2.495;12.363;-0.59;2.656;9.913;-0.39;0.0;10.351;0.0;-0.033;10.985;-0.336;0.0;10.351;0.0;1.093;10.058;-0.049;-0.632;14.906;0.514;-2.01;14.824;0.235;0.512;14.943;0.51;1.826;15.163;0.055;-0.08;15.453;-0.345;-0.05;16.279;1.175;-2.01;14.824;0.235;-2.676;12.04;0.124;1.826;15.163;0.055;2.495;12.363;-0.59;-0.033;10.985;-0.336;-0.011;13.335;-0.038;0.76;5.723;-0.756;0.221;1.18;-2.364;-1.06;9.953;-0.036;-0.893;5.65;0.89;-0.893;5.65;0.89;-0.767;1.465;-1.496
-2.627;12.063;0.34;-2.717;9.589;0.801;0.027;10.34;0.138;-1.039;9.955;0.095;1.116;10.034;0.08;0.758;5.714;-0.701;0.055;13.324;0.17;0.016;15.448;-0.089;2.542;12.331;-0.437;2.669;9.874;-0.316;0.027;10.34;0.138;0.001;10.982;-0.183;0.027;10.34;0.138;1.116;10.034;0.08;-0.539;14.891;0.761;-1.919;14.835;0.489;0.605;14.911;0.751;1.919;15.121;0.292;0.016;15.448;-0.089;0.065;16.236;1.452;-1.919;14.835;0.489;-2.627;12.063;0.34;1.919;15.121;0.292;2.542;12.331;-0.437;0.001;10.982;-0.183;0.055;13.324;0.17;0.758;5.714;-0.701;0.203;1.214;-2.421;-1.039;9.955;0.095;-0.819;5.684;1.148;-0.819;5.684;1.148;-0.756;1.457;-1.165
-2.572;12.08;0.428;-2.724;9.589;0.77;0.054;10.322;0.305;-1.018;9.956;0.259;1.138;9.998;0.243;0.765;5.69;-0.596;0.129;13.303;0.37;0.116;15.432;0.142;2.625;12.278;-0.143;2.714;9.824;0.061;0.054;10.322;0.305;0.039;10.967;-0.011;0.054;10.322;0.305;1.138;9.998;0.243;-0.458;14.868;0.975;-1.836;14.836;0.69;0.687;14.875;0.982;2.01;15.078;0.548;0.116;15.432;0.142;0.16;16.209;1.687;-1.836;14.836;0.69;-2.572;12.08;0.428;2.01;15.078;0.548;2.625;12.278;-0.143;0.039;10.967;-0.011;0.129;13.303;0.37;0.765;5.69;-0.596;0.204;1.237;-2.432;-1.018;9.956;0.259;-0.754;5.767;1.594;-0.754;5.767;1.594;-0.607;1.355;-0.337
-2.522;12.087;0.588;-2.717;9.589;0.844;0.081;10.298;0.493;-0.995;9.948;0.442;1.161;9.96;0.428;0.769;5.666;-0.473;0.193;13.276;0.601;0.204;15.408;0.407;2.691;12.226;0.135;2.748;9.774;0.368;0.081;10.298;0.493;0.076;10.948;0.186;0.081;10.298;0.493;1.161;9.96;0.428;-0.383;14.837;1.225;-1.76;14.826;0.933;0.761;14.833;1.244;2.09;15.03;0.825;0.204;15.408;0.407;0.246;16.168;1.961;-1.76;14.826;0.933;-2.522;12.087;0.588;2.09;15.03;0.825;2.691;12.226;0.135;0.076;10.948;0.186;0.193;13.276;0.601;0.769;5.666;-0.473;0.189;1.255;-2.4;-0.995;9.948;0.442;-0.692;5.839;2.001;-0.692;5.839;2.001;-0.482;1.289;0.429
-2.477;12.069;0.766;-2.71;9.566;0.929;0.11;10.256;0.71;-0.97;9.918;0.655;1.186;9.909;0.642;0.777;5.631;-0.326;0.248;13.231;0.859;0.274;15.366;0.696;2.753;12.163;0.457;2.785;9.716;0.746;0.11;10.256;0.71;0.111;10.91;0.411;0.11;10.256;0.71;1.186;9.909;0.642;-0.326;14.787;1.499;-1.701;14.792;1.197;0.818;14.775;1.531;2.153;14.971;1.13;0.274;15.366;0.696;0.31;16.112;2.256;-1.701;14.792;1.197;-2.477;12.069;0.766;2.153;14.971;1.13;2.753;12.163;0.457;0.111;10.91;0.411;0.248;13.231;0.859;0.777;5.631;-0.326;0.172;1.259;-2.334;-0.97;9.918;0.655;-0.644;5.902;2.436;-0.644;5.902;2.436;-0.326;1.219;1.345
-2.437;12.027;0.988;-2.697;9.523;1.063;0.139;10.195;0.963;-0.944;9.865;0.904;1.212;9.84;0.889;0.786;5.583;-0.156;0.296;13.166;1.152;0.331;15.303;1.019;2.809;12.085;0.809;2.822;9.646;1.151;0.139;10.195;0.963;0.144;10.852;0.671;0.139;10.195;0.963;1.212;9.84;0.889;-0.28;14.715;1.808;-1.653;14.734;1.5;0.864;14.698;1.851;2.203;14.896;1.466;0.331;15.303;1.019;0.362;16.035;2.587;-1.653;14.734;1.5;-2.437;12.027;0.988;2.203;14.896;1.466;2.809;12.085;0.809;0.144;10.852;0.671;0.296;13.166;1.152;0.786;5.583;-0.156;0.16;1.26;-2.261;-0.944;9.865;0.904;-0.603;5.943;2.878;-0.603;5.943;2.878;-0.179;1.177;2.307
-2.401;11.962;1.259;-2.683;9.459;1.248;0.167;10.116;1.258;-0.917;9.792;1.197;1.239;9.756;1.177;0.797;5.523;0.043;0.336;13.083;1.487;0.375;15.221;1.383;2.86;11.994;1.201;2.859;9.563;1.604;0.167;10.116;1.258;0.175;10.776;0.974;0.167;10.116;1.258;1.239;9.756;1.177;-0.243;14.623;2.159;-1.615;14.653;1.847;0.9;14.604;2.211;2.243;14.807;1.838;0.375;15.221;1.383;0.402;15.941;2.956;-1.615;14.653;1.847;-2.401;11.962;1.259;2.243;14.807;1.838;2.86;11.994;1.201;0.175;10.776;0.974;0.336;13.083;1.487;0.797;5.523;0.043;0.16;1.271;-2.198;-0.917;9.792;1.197;-0.571;5.956;3.335;-0.571;5.956;3.335;-0.047;1.166;3.292
-2.369;11.884;1.59;-2.669;9.384;1.498;0.195;10.025;1.604;-0.891;9.706;1.545;1.265;9.663;1.514;0.808;5.459;0.281;0.371;12.988;1.869;0.412;15.127;1.792;2.906;11.892;1.635;2.897;9.473;2.1;0.195;10.025;1.604;0.204;10.688;1.327;0.195;10.025;1.604;1.265;9.663;1.514;-0.209;14.519;2.558;-1.582;14.558;2.246;0.934;14.5;2.615;2.277;14.708;2.251;0.412;15.127;1.792;0.44;15.835;3.371;-1.582;14.558;2.246;-2.369;11.884;1.59;2.277;14.708;2.251;2.906;11.892;1.635;0.204;10.688;1.327;0.371;12.988;1.869;0.808;5.459;0.281;0.177;1.314;-2.155;-0.891;9.706;1.545;-0.539;5.94;3.804;-0.539;5.94;3.804;0.065;1.178;4.232
-2.338;11.808;1.99;-2.657;9.315;1.825;0.222;9.935;2.009;-0.865;9.62;1.957;1.29;9.57;1.907;0.818;5.398;0.575;0.407;12.893;2.306;0.45;15.033;2.253;2.952;11.79;2.114;2.934;9.384;2.642;0.222;9.935;2.009;0.231;10.6;1.738;0.222;9.935;2.009;1.29;9.57;1.907;-0.173;14.418;3.012;-1.546;14.466;2.706;0.97;14.396;3.069;2.314;14.608;2.707;0.45;15.033;2.253;0.485;15.731;3.837;-1.546;14.466;2.706;-2.338;11.808;1.99;2.314;14.608;2.707;2.952;11.79;2.114;0.231;10.6;1.738;0.407;12.893;2.306;0.818;5.398;0.575;0.213;1.419;-2.13;-0.865;9.62;1.957;-0.501;5.897;4.282;-0.501;5.897;4.282;0.163;1.187;5.056
-2.304;11.755;2.467;-2.647;9.27;2.24;0.247;9.863;2.48;-0.842;9.553;2.437;1.312;9.494;2.363;0.824;5.351;0.948;0.446;12.817;2.801;0.497;14.957;2.77;2.999;11.7;2.637;2.971;9.307;3.222;0.247;9.863;2.48;0.256;10.53;2.213;0.247;9.863;2.48;1.312;9.494;2.363;-0.124;14.336;3.525;-1.499;14.395;3.232;1.019;14.31;3.576;2.362;14.522;3.212;0.497;14.957;2.77;0.547;15.644;4.357;-1.499;14.395;3.232;-2.304;11.755;2.467;2.362;14.522;3.212;2.999;11.7;2.637;0.256;10.53;2.213;0.446;12.817;2.801;0.824;5.351;0.948;0.265;1.617;-2.095;-0.842;9.553;2.437;-0.451;5.831;4.761;-0.451;5.831;4.761;0.258;1.157;5.693
