right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.62;12.238;0.027;-2.832;9.809;0.657;0.0;10.351;0.0;-1.066;9.97;-0.051;1.089;10.041;-0.044;0.718;5.683;-0.567;0.154;13.34;-0.081;0.238;15.442;-0.478;2.692;12.187;-0.355;2.651;9.768;0.107;0.0;10.351;0.0;-0.02;10.991;-0.327;0.0;10.351;0.0;1.089;10.041;-0.044;-0.39;14.97;0.373;-1.762;14.971;0.057;0.752;14.934;0.427;2.097;15.051;0.025;0.238;15.442;-0.478;0.282;16.324;1.01;-1.762;14.971;0.057;-2.62;12.238;0.027;2.097;15.051;0.025;2.692;12.187;-0.355;-0.02;10.991;-0.327;0.154;13.34;-0.081;0.718;5.683;-0.567;0.204;1.123;-2.134;-1.066;9.97;-0.051;-0.846;5.662;0.839;-0.846;5.662;0.839;-0.741;1.473;-1.541
-2.575;12.241;0.132;-2.776;9.798;0.712;0.029;10.366;0.144;-1.039;9.991;0.092;1.116;10.051;0.1;0.741;5.708;-0.531;0.182;13.354;0.084;0.269;15.459;-0.292;2.731;12.206;-0.168;2.68;9.784;0.283;0.029;10.366;0.144;0.012;11.006;-0.182;0.029;10.366;0.144;1.116;10.051;0.1;-0.367;14.979;0.549;-1.736;14.978;0.222;0.775;14.943;0.613;2.125;15.065;0.231;0.269;15.459;-0.292;0.302;16.333;1.202;-1.736;14.978;0.222;-2.575;12.241;0.132;2.125;15.065;0.231;2.731;12.206;-0.168;0.012;11.006;-0.182;0.182;13.354;0.084;0.741;5.708;-0.531;0.221;1.185;-2.202;-1.039;9.991;0.092;-0.816;5.726;1.171;-0.816;5.726;1.171;-0.724;1.521;-1.181
-2.529;12.244;0.255;-2.726;9.786;0.766;0.059;10.381;0.294;-1.011;10.013;0.242;1.145;10.059;0.247;0.765;5.734;-0.495;0.213;13.366;0.27;0.298;15.477;-0.075;2.775;12.229;0.04;2.714;9.806;0.485;0.059;10.381;0.294;0.046;11.023;-0.029;0.059;10.381;0.294;1.145;10.059;0.247;-0.342;14.983;0.754;-1.71;14.984;0.419;0.799;14.949;0.826;2.153;15.081;0.461;0.298;15.477;-0.075;0.326;16.337;1.426;-1.71;14.984;0.419;-2.529;12.244;0.255;2.153;15.081;0.461;2.775;12.229;0.04;0.046;11.023;-0.029;0.213;13.366;0.27;0.765;5.734;-0.495;0.233;1.254;-2.275;-1.011;10.013;0.242;-0.778;5.805;1.524;-0.778;5.805;1.524;-0.67;1.517;-0.673
-2.491;12.242;0.403;-2.692;9.768;0.829;0.09;10.388;0.455;-0.983;10.027;0.404;1.173;10.058;0.402;0.787;5.753;-0.447;0.246;13.37;0.476;0.327;15.487;0.17;2.823;12.245;0.271;2.751;9.825;0.722;0.09;10.388;0.455;0.081;11.032;0.136;0.09;10.388;0.455;1.173;10.058;0.402;-0.317;14.977;0.986;-1.683;14.979;0.647;0.825;14.944;1.063;2.18;15.09;0.713;0.327;15.487;0.17;0.352;16.328;1.681;-1.683;14.979;0.647;-2.491;12.242;0.403;2.18;15.09;0.713;2.823;12.245;0.271;0.081;11.032;0.136;0.246;13.37;0.476;0.787;5.753;-0.447;0.237;1.319;-2.331;-0.983;10.027;0.404;-0.733;5.884;1.878;-0.733;5.884;1.878;-0.576;1.461;-0.027
-2.456;12.229;0.571;-2.67;9.74;0.894;0.119;10.38;0.634;-0.956;10.028;0.585;1.2;10.043;0.573;0.807;5.762;-0.387;0.277;13.358;0.708;0.353;15.481;0.442;2.87;12.247;0.535;2.782;9.832;1.012;0.119;10.38;0.634;0.113;11.027;0.322;0.119;10.38;0.634;1.2;10.043;0.573;-0.292;14.953;1.246;-1.658;14.959;0.906;0.849;14.923;1.327;2.206;15.085;0.989;0.353;15.481;0.442;0.379;16.302;1.965;-1.658;14.959;0.906;-2.456;12.229;0.571;2.206;15.085;0.989;2.87;12.247;0.535;0.113;11.027;0.322;0.277;13.358;0.708;0.807;5.762;-0.387;0.241;1.383;-2.39;-0.956;10.028;0.585;-0.685;5.953;2.235;-0.685;5.953;2.235;-0.454;1.378;0.738
-2.431;12.201;0.769;-2.667;9.703;0.986;0.146;10.354;0.835;-0.932;10.009;0.788;1.224;10.011;0.765;0.823;5.753;-0.291;0.307;13.327;0.962;0.376;15.455;0.738;2.915;12.23;0.825;2.815;9.822;1.335;0.146;10.354;0.835;0.142;11.004;0.53;0.146;10.354;0.835;1.224;10.011;0.765;-0.268;14.909;1.531;-1.634;14.92;1.191;0.873;14.881;1.613;2.23;15.061;1.285;0.376;15.455;0.738;0.405;16.255;2.272;-1.634;14.92;1.191;-2.431;12.201;0.769;2.23;15.061;1.285;2.915;12.23;0.825;0.142;11.004;0.53;0.307;13.327;0.962;0.823;5.753;-0.291;0.242;1.429;-2.406;-0.932;10.009;0.788;-0.638;5.997;2.581;-0.638;5.997;2.581;-0.316;1.296;1.568
-2.409;12.159;0.995;-2.67;9.656;1.102;0.169;10.31;1.068;-0.912;9.973;1.022;1.244;9.961;0.988;0.837;5.731;-0.17;0.333;13.278;1.248;0.397;15.41;1.062;2.956;12.192;1.149;2.841;9.794;1.702;0.169;10.31;1.068;0.168;10.964;0.771;0.169;10.31;1.068;1.244;9.961;0.988;-0.248;14.849;1.843;-1.614;14.863;1.503;0.893;14.822;1.927;2.25;15.019;1.607;0.397;15.41;1.062;0.428;16.192;2.605;-1.614;14.863;1.503;-2.409;12.159;0.995;2.25;15.019;1.607;2.956;12.192;1.149;0.168;10.964;0.771;0.333;13.278;1.248;0.837;5.731;-0.17;0.249;1.478;-2.423;-0.912;9.973;1.022;-0.597;6.014;2.926;-0.597;6.014;2.926;-0.184;1.24;2.409
-2.39;12.107;1.253;-2.676;9.605;1.262;0.188;10.254;1.337;-0.895;9.924;1.292;1.26;9.899;1.248;0.847;5.694;0.002;0.355;13.217;1.561;0.414;15.351;1.405;2.99;12.138;1.5;2.863;9.751;2.095;0.188;10.254;1.337;0.189;10.911;1.047;0.188;10.254;1.337;1.26;9.899;1.248;-0.23;14.778;2.178;-1.596;14.797;1.837;0.911;14.753;2.262;2.267;14.963;1.948;0.414;15.351;1.405;0.446;16.119;2.955;-1.596;14.797;1.837;-2.39;12.107;1.253;2.267;14.963;1.948;2.99;12.138;1.5;0.189;10.911;1.047;0.355;13.217;1.561;0.847;5.694;0.002;0.264;1.525;-2.403;-0.895;9.924;1.292;-0.565;6.004;3.274;-0.565;6.004;3.274;-0.076;1.211;3.177
-2.365;12.057;1.557;-2.666;9.557;1.483;0.204;10.198;1.655;-0.881;9.875;1.614;1.274;9.837;1.557;0.855;5.658;0.231;0.375;13.158;1.914;0.429;15.293;1.778;3.015;12.081;1.875;2.879;9.701;2.495;0.204;10.198;1.655;0.209;10.858;1.372;0.204;10.198;1.655;1.274;9.837;1.557;-0.214;14.711;2.545;-1.579;14.734;2.203;0.927;14.688;2.63;2.283;14.904;2.319;0.429;15.293;1.778;0.461;16.053;3.332;-1.579;14.734;2.203;-2.365;12.057;1.557;2.283;14.904;2.319;3.015;12.081;1.875;0.209;10.858;1.372;0.375;13.158;1.914;0.855;5.658;0.231;0.294;1.603;-2.369;-0.881;9.875;1.614;-0.54;5.971;3.624;-0.54;5.971;3.624;-0.007;1.184;3.774
-2.336;12.022;1.919;-2.646;9.525;1.786;0.221;10.158;2.03;-0.867;9.844;1.993;1.288;9.791;1.922;0.859;5.629;0.546;0.395;13.116;2.311;0.446;15.252;2.183;3.037;12.038;2.267;2.905;9.657;2.886;0.221;10.158;2.03;0.228;10.821;1.751;0.221;10.158;2.03;1.288;9.791;1.922;-0.195;14.666;2.949;-1.56;14.692;2.606;0.946;14.644;3.032;2.302;14.859;2.718;0.446;15.252;2.183;0.479;16.01;3.738;-1.56;14.692;2.606;-2.336;12.022;1.919;2.302;14.859;2.718;3.037;12.038;2.267;0.228;10.821;1.751;0.395;13.116;2.311;0.859;5.629;0.546;0.341;1.724;-2.282;-0.867;9.844;1.993;-0.52;5.926;3.976;-0.52;5.926;3.976;0.025;1.141;4.15
