right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.594;12.179;0.32;-2.715;9.722;0.865;0.0;10.351;0.0;-1.078;10.005;-0.059;1.079;10.012;-0.077;0.704;5.645;-0.51;0.174;13.321;0.196;0.248;15.449;-0.025;2.688;12.245;-0.315;2.664;9.79;-0.119;0.0;10.351;0.0;-0.004;11.009;-0.288;0.0;10.351;0.0;1.079;10.012;-0.077;-0.375;14.905;0.785;-1.75;14.911;0.481;0.768;14.87;0.833;2.1;15.043;0.413;0.248;15.449;-0.025;0.326;16.235;1.514;-1.75;14.911;0.481;-2.594;12.179;0.32;2.1;15.043;0.413;2.688;12.245;-0.315;-0.004;11.009;-0.288;0.174;13.321;0.196;0.704;5.645;-0.51;-0.082;0.96;-1.484;-1.078;10.005;-0.059;-0.901;5.74;1.025;-0.901;5.74;1.025;-0.718;1.319;-0.884
-2.515;12.127;0.551;-2.635;9.659;1.041;0.057;10.3;0.274;-1.02;9.952;0.226;1.136;9.962;0.188;0.746;5.61;-0.37;0.233;13.269;0.466;0.31;15.396;0.238;2.741;12.178;-0.004;2.697;9.728;0.25;0.057;10.3;0.274;0.049;10.957;-0.015;0.057;10.3;0.274;1.136;9.962;0.188;-0.312;14.856;1.052;-1.687;14.861;0.751;0.831;14.819;1.096;2.162;14.99;0.671;0.31;15.396;0.238;0.395;16.182;1.777;-1.687;14.861;0.751;-2.515;12.127;0.551;2.162;14.99;0.671;2.741;12.178;-0.004;0.049;10.957;-0.015;0.233;13.269;0.466;0.746;5.61;-0.37;-0.066;0.953;-1.449;-1.02;9.952;0.226;-0.841;5.718;1.429;-0.841;5.718;1.429;-0.704;1.306;-0.505
-2.446;12.08;0.783;-2.576;9.601;1.21;0.113;10.251;0.552;-0.965;9.903;0.515;1.191;9.914;0.455;0.788;5.581;-0.23;0.29;13.22;0.74;0.367;15.347;0.51;2.802;12.118;0.32;2.743;9.677;0.644;0.113;10.251;0.552;0.102;10.908;0.262;0.113;10.251;0.552;1.191;9.914;0.455;-0.252;14.808;1.327;-1.628;14.814;1.03;0.891;14.771;1.367;2.221;14.943;0.939;0.367;15.347;0.51;0.458;16.133;2.049;-1.628;14.814;1.03;-2.446;12.08;0.783;2.221;14.943;0.939;2.802;12.118;0.32;0.102;10.908;0.262;0.29;13.22;0.74;0.788;5.581;-0.23;-0.037;0.961;-1.45;-0.965;9.903;0.515;-0.77;5.708;1.843;-0.77;5.708;1.843;-0.648;1.257;-0.001
-2.388;12.037;1.012;-2.536;9.547;1.363;0.166;10.203;0.831;-0.913;9.856;0.806;1.242;9.865;0.722;0.827;5.556;-0.093;0.343;13.173;1.018;0.417;15.3;0.79;2.865;12.062;0.658;2.796;9.634;1.064;0.166;10.203;0.831;0.152;10.861;0.542;0.166;10.203;0.831;1.242;9.865;0.722;-0.199;14.759;1.608;-1.576;14.767;1.315;0.944;14.723;1.645;2.274;14.897;1.218;0.417;15.3;0.79;0.512;16.083;2.331;-1.576;14.767;1.315;-2.388;12.037;1.012;2.274;14.897;1.218;2.865;12.062;0.658;0.152;10.861;0.542;0.343;13.173;1.018;0.827;5.556;-0.093;0.004;0.989;-1.499;-0.913;9.856;0.806;-0.691;5.707;2.266;-0.691;5.707;2.266;-0.547;1.177;0.628
-2.346;11.995;1.24;-2.524;9.497;1.512;0.212;10.153;1.109;-0.868;9.809;1.094;1.286;9.813;0.989;0.862;5.53;0.048;0.39;13.123;1.298;0.459;15.251;1.077;2.933;12.01;1.003;2.86;9.598;1.496;0.212;10.153;1.109;0.197;10.811;0.821;0.212;10.153;1.109;1.286;9.813;0.989;-0.155;14.706;1.894;-1.532;14.717;1.605;0.989;14.673;1.93;2.319;14.851;1.506;0.459;15.251;1.077;0.554;16.031;2.619;-1.532;14.717;1.605;-2.346;11.995;1.24;2.319;14.851;1.506;2.933;12.01;1.003;0.197;10.811;0.821;0.39;13.123;1.298;0.862;5.53;0.048;0.052;1.032;-1.57;-0.868;9.809;1.094;-0.609;5.709;2.684;-0.609;5.709;2.684;-0.405;1.079;1.363
-2.318;11.952;1.468;-2.533;9.449;1.658;0.251;10.099;1.386;-0.83;9.759;1.379;1.323;9.756;1.255;0.89;5.502;0.198;0.429;13.07;1.578;0.492;15.199;1.366;2.998;11.958;1.351;2.927;9.566;1.933;0.251;10.099;1.386;0.235;10.758;1.1;0.251;10.099;1.386;1.323;9.756;1.255;-0.12;14.649;2.181;-1.498;14.663;1.894;1.023;14.619;2.215;2.355;14.802;1.797;0.492;15.199;1.366;0.585;15.976;2.909;-1.498;14.663;1.894;-2.318;11.952;1.468;2.355;14.802;1.797;2.998;11.958;1.351;0.235;10.758;1.1;0.429;13.07;1.578;0.89;5.502;0.198;0.104;1.087;-1.647;-0.83;9.759;1.379;-0.532;5.71;3.089;-0.532;5.71;3.089;-0.244;0.992;2.152
-2.3;11.906;1.694;-2.552;9.402;1.804;0.282;10.042;1.662;-0.8;9.705;1.663;1.351;9.695;1.523;0.913;5.466;0.371;0.459;13.013;1.856;0.514;15.144;1.654;3.054;11.905;1.699;2.986;9.535;2.369;0.282;10.042;1.662;0.266;10.701;1.378;0.282;10.042;1.662;1.351;9.695;1.523;-0.096;14.587;2.466;-1.475;14.605;2.181;1.047;14.561;2.501;2.381;14.75;2.09;0.514;15.144;1.654;0.604;15.918;3.199;-1.475;14.605;2.181;-2.3;11.906;1.694;2.381;14.75;2.09;3.054;11.905;1.699;0.266;10.701;1.378;0.459;13.013;1.856;0.913;5.466;0.371;0.163;1.154;-1.715;-0.8;9.705;1.663;-0.463;5.706;3.48;-0.463;5.706;3.48;-0.08;0.932;2.95
-2.285;11.857;1.925;-2.565;9.354;1.963;0.305;9.982;1.945;-0.778;9.648;1.952;1.373;9.633;1.8;0.931;5.423;0.581;0.479;12.955;2.136;0.528;15.086;1.94;3.093;11.849;2.045;3.025;9.503;2.795;0.305;9.982;1.945;0.289;10.642;1.661;0.305;9.982;1.945;1.373;9.633;1.8;-0.081;14.525;2.75;-1.459;14.546;2.467;1.063;14.503;2.785;2.397;14.695;2.38;0.528;15.086;1.94;0.614;15.858;3.486;-1.459;14.546;2.467;-2.285;11.857;1.925;2.397;14.695;2.38;3.093;11.849;2.045;0.289;10.642;1.661;0.479;12.955;2.136;0.931;5.423;0.581;0.228;1.226;-1.743;-0.778;9.648;1.952;-0.406;5.693;3.855;-0.406;5.693;3.855;0.057;0.901;3.663
-2.27;11.809;2.175;-2.569;9.308;2.154;0.322;9.926;2.242;-0.761;9.593;2.254;1.389;9.574;2.092;0.946;5.372;0.848;0.493;12.899;2.424;0.536;15.03;2.228;3.116;11.794;2.387;3.049;9.471;3.206;0.322;9.926;2.242;0.306;10.584;1.955;0.322;9.926;2.242;1.389;9.574;2.092;-0.071;14.468;3.04;-1.45;14.49;2.76;1.073;14.448;3.073;2.408;14.643;2.669;0.536;15.03;2.228;0.62;15.803;3.774;-1.45;14.49;2.76;-2.27;11.809;2.175;2.408;14.643;2.669;3.116;11.794;2.387;0.306;10.584;1.955;0.493;12.899;2.424;0.946;5.372;0.848;0.299;1.299;-1.702;-0.761;9.593;2.254;-0.363;5.668;4.212;-0.363;5.668;4.212;0.155;0.877;4.241
-2.252;11.765;2.456;-2.558;9.266;2.395;0.336;9.877;2.562;-0.747;9.544;2.58;1.403;9.524;2.411;0.964;5.314;1.195;0.501;12.85;2.728;0.539;14.981;2.525;3.123;11.744;2.728;3.058;9.441;3.599;0.336;9.877;2.562;0.319;10.533;2.27;0.336;9.877;2.562;1.403;9.524;2.411;-0.062;14.42;3.34;-1.443;14.444;3.067;1.082;14.403;3.369;2.415;14.598;2.961;0.539;14.981;2.525;0.626;15.758;4.069;-1.443;14.444;3.067;-2.252;11.765;2.456;2.415;14.598;2.961;3.123;11.744;2.728;0.319;10.533;2.27;0.501;12.85;2.728;0.964;5.314;1.195;0.382;1.371;-1.567;-0.747;9.544;2.58;-0.331;5.627;4.552;-0.331;5.627;4.552;0.205;0.839;4.636
-2.229;11.729;2.783;-2.527;9.229;2.703;0.35;9.841;2.915;-0.733;9.507;2.94;1.416;9.488;2.766;0.991;5.248;1.652;0.506;12.814;3.061;0.54;14.944;2.844;3.114;11.706;3.072;3.048;9.414;3.974;0.35;9.841;2.915;0.331;10.494;2.616;0.35;9.841;2.915;1.416;9.488;2.766;-0.055;14.388;3.667;-1.438;14.411;3.404;1.089;14.372;3.688;2.419;14.565;3.269;0.54;14.944;2.844;0.632;15.726;4.385;-1.438;14.411;3.404;-2.229;11.729;2.783;2.419;14.565;3.269;3.114;11.706;3.072;0.331;10.494;2.616;0.506;12.814;3.061;0.991;5.248;1.652;0.492;1.454;-1.327;-0.733;9.507;2.94;-0.304;5.571;4.871;-0.304;5.571;4.871;0.231;0.782;4.895
