right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.623;12.194;-0.021;-2.793;9.744;0.536;0.0;10.351;0.0;-1.064;9.965;-0.042;1.09;10.047;-0.053;0.723;5.707;-0.712;0.107;13.343;-0.085;0.164;15.447;-0.479;2.665;12.23;-0.358;2.649;9.812;0.111;0.0;10.351;0.0;-0.026;10.991;-0.327;0.0;10.351;0.0;1.09;10.047;-0.053;-0.454;14.966;0.374;-1.829;14.945;0.072;0.689;14.944;0.423;2.032;15.086;0.025;0.164;15.447;-0.479;0.225;16.325;1.011;-1.829;14.945;0.072;-2.623;12.194;-0.021;2.032;15.086;0.025;2.665;12.23;-0.358;-0.026;10.991;-0.327;0.107;13.343;-0.085;0.723;5.707;-0.712;0.197;1.189;-2.392;-1.064;9.965;-0.042;-0.883;5.649;0.819;-0.883;5.649;0.819;-0.824;1.45;-1.545
-2.588;12.193;0.123;-2.764;9.738;0.66;0.032;10.349;0.136;-1.034;9.966;0.096;1.121;10.042;0.079;0.751;5.706;-0.599;0.144;13.341;0.064;0.201;15.446;-0.319;2.704;12.229;-0.208;2.684;9.813;0.272;0.032;10.349;0.136;0.007;10.99;-0.189;0.032;10.349;0.136;1.121;10.042;0.079;-0.416;14.961;0.533;-1.792;14.942;0.232;0.727;14.939;0.579;2.069;15.083;0.18;0.201;15.446;-0.319;0.264;16.319;1.173;-1.792;14.942;0.232;-2.588;12.193;0.123;2.069;15.083;0.18;2.704;12.229;-0.208;0.007;10.99;-0.189;0.144;13.341;0.064;0.751;5.706;-0.599;0.217;1.196;-2.301;-1.034;9.966;0.096;-0.841;5.665;1.023;-0.841;5.665;1.023;-0.767;1.419;-1.254
-2.553;12.185;0.278;-2.739;9.724;0.779;0.064;10.341;0.283;-1.003;9.962;0.245;1.152;10.03;0.223;0.778;5.699;-0.485;0.184;13.331;0.234;0.24;15.44;-0.132;2.751;12.224;-0.026;2.723;9.813;0.479;0.064;10.341;0.283;0.041;10.983;-0.039;0.064;10.341;0.283;1.152;10.03;0.223;-0.376;14.948;0.717;-1.752;14.932;0.419;0.768;14.925;0.761;2.109;15.076;0.361;0.24;15.44;-0.132;0.305;16.306;1.365;-1.752;14.932;0.419;-2.553;12.185;0.278;2.109;15.076;0.361;2.751;12.224;-0.026;0.041;10.983;-0.039;0.184;13.331;0.234;0.778;5.699;-0.485;0.237;1.205;-2.226;-1.003;9.962;0.245;-0.798;5.682;1.263;-0.798;5.682;1.263;-0.681;1.334;-0.812
-2.516;12.167;0.45;-2.718;9.696;0.896;0.098;10.322;0.449;-0.971;9.947;0.408;1.185;10.007;0.386;0.805;5.683;-0.365;0.227;13.31;0.431;0.28;15.422;0.088;2.805;12.209;0.192;2.765;9.807;0.74;0.098;10.322;0.449;0.077;10.965;0.13;0.098;10.322;0.449;1.185;10.007;0.386;-0.333;14.92;0.932;-1.709;14.908;0.638;0.811;14.898;0.974;2.15;15.059;0.573;0.28;15.422;0.088;0.348;16.278;1.59;-1.709;14.908;0.638;-2.516;12.167;0.45;2.15;15.059;0.573;2.805;12.209;0.192;0.077;10.965;0.13;0.227;13.31;0.431;0.805;5.683;-0.365;0.261;1.214;-2.166;-0.971;9.947;0.408;-0.759;5.693;1.533;-0.759;5.693;1.533;-0.566;1.197;-0.189
-2.48;12.132;0.647;-2.703;9.651;1.024;0.134;10.284;0.639;-0.936;9.912;0.595;1.22;9.967;0.574;0.833;5.654;-0.232;0.272;13.27;0.659;0.321;15.386;0.341;2.865;12.179;0.449;2.813;9.792;1.057;0.134;10.284;0.639;0.114;10.93;0.325;0.134;10.284;0.639;1.22;9.967;0.574;-0.289;14.873;1.181;-1.666;14.867;0.891;0.855;14.853;1.219;2.192;15.027;0.816;0.321;15.386;0.341;0.391;16.231;1.85;-1.666;14.867;0.891;-2.48;12.132;0.647;2.192;15.027;0.816;2.865;12.179;0.449;0.114;10.93;0.325;0.272;13.27;0.659;0.833;5.654;-0.232;0.29;1.221;-2.121;-0.936;9.912;0.595;-0.724;5.688;1.825;-0.724;5.688;1.825;-0.439;1.035;0.604
-2.443;12.079;0.873;-2.689;9.59;1.17;0.172;10.228;0.858;-0.898;9.857;0.81;1.258;9.91;0.79;0.865;5.61;-0.082;0.317;13.211;0.919;0.36;15.331;0.628;2.927;12.13;0.745;2.866;9.762;1.42;0.172;10.228;0.858;0.153;10.877;0.55;0.172;10.228;0.858;1.258;9.91;0.79;-0.246;14.806;1.464;-1.624;14.806;1.179;0.898;14.787;1.497;2.233;14.976;1.091;0.36;15.331;0.628;0.434;16.163;2.144;-1.624;14.806;1.179;-2.443;12.079;0.873;2.233;14.976;1.091;2.927;12.13;0.745;0.153;10.877;0.55;0.317;13.211;0.919;0.865;5.61;-0.082;0.326;1.228;-2.087;-0.898;9.857;0.81;-0.691;5.659;2.127;-0.691;5.659;2.127;-0.312;0.895;1.507
-2.406;12.011;1.129;-2.674;9.516;1.344;0.212;10.156;1.112;-0.858;9.786;1.062;1.298;9.839;1.039;0.898;5.556;0.092;0.359;13.136;1.214;0.395;15.261;0.95;2.988;12.067;1.08;2.921;9.718;1.819;0.212;10.156;1.112;0.193;10.808;0.812;0.212;10.156;1.112;1.298;9.839;1.039;-0.206;14.723;1.781;-1.585;14.73;1.5;0.938;14.707;1.811;2.27;14.91;1.402;0.395;15.261;0.95;0.473;16.078;2.473;-1.585;14.73;1.5;-2.406;12.011;1.129;2.27;14.91;1.402;2.988;12.067;1.08;0.193;10.808;0.812;0.359;13.136;1.214;0.898;5.556;0.092;0.369;1.244;-2.062;-0.858;9.786;1.062;-0.655;5.604;2.431;-0.655;5.604;2.431;-0.195;0.807;2.422
-2.368;11.936;1.42;-2.654;9.437;1.552;0.252;10.077;1.41;-0.818;9.708;1.36;1.338;9.761;1.328;0.931;5.496;0.305;0.396;13.056;1.55;0.426;15.183;1.308;3.04;11.996;1.451;2.973;9.662;2.238;0.252;10.077;1.41;0.232;10.733;1.117;0.252;10.077;1.41;1.338;9.761;1.328;-0.172;14.635;2.135;-1.551;14.646;1.855;0.973;14.622;2.161;2.303;14.836;1.753;0.426;15.183;1.308;0.506;15.987;2.838;-1.551;14.646;1.855;-2.368;11.936;1.42;2.303;14.836;1.753;3.04;11.996;1.451;0.232;10.733;1.117;0.396;13.056;1.55;0.931;5.496;0.305;0.421;1.281;-2.038;-0.818;9.708;1.36;-0.614;5.526;2.729;-0.614;5.526;2.729;-0.09;0.761;3.225
-2.33;11.864;1.754;-2.627;9.363;1.805;0.291;10.004;1.76;-0.78;9.637;1.715;1.375;9.687;1.667;0.961;5.44;0.575;0.428;12.982;1.931;0.448;15.11;1.704;3.079;11.929;1.854;3.019;9.602;2.662;0.291;10.004;1.76;0.27;10.663;1.475;0.291;10.004;1.76;1.375;9.687;1.667;-0.145;14.554;2.529;-1.525;14.567;2.25;1.0;14.546;2.552;2.329;14.766;2.145;0.448;15.11;1.704;0.532;15.906;3.239;-1.525;14.567;2.25;-2.33;11.864;1.754;2.329;14.766;2.145;3.079;11.929;1.854;0.27;10.663;1.475;0.428;12.982;1.931;0.961;5.44;0.575;0.48;1.36;-2.0;-0.78;9.637;1.715;-0.567;5.435;3.021;-0.567;5.435;3.021;0.003;0.717;3.82
-2.291;11.808;2.139;-2.594;9.307;2.116;0.328;9.95;2.166;-0.745;9.587;2.129;1.41;9.631;2.059;0.989;5.395;0.924;0.454;12.929;2.358;0.462;15.058;2.14;3.102;11.881;2.281;3.057;9.55;3.077;0.328;9.95;2.166;0.306;10.612;1.888;0.328;9.95;2.166;1.41;9.631;2.059;-0.126;14.496;2.964;-1.506;14.507;2.687;1.019;14.493;2.984;2.348;14.717;2.578;0.462;15.058;2.14;0.548;15.85;3.676;-1.506;14.507;2.687;-2.291;11.808;2.139;2.348;14.717;2.578;3.102;11.881;2.281;0.306;10.612;1.888;0.454;12.929;2.358;0.989;5.395;0.924;0.55;1.499;-1.929;-0.745;9.587;2.129;-0.521;5.347;3.299;-0.521;5.347;3.299;0.078;0.642;4.154
