right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.586;12.172;0.055;-2.758;9.718;0.597;0.0;10.351;0.0;-1.068;9.976;-0.049;1.087;10.036;-0.052;0.704;5.71;-0.786;0.143;13.338;-0.028;0.198;15.451;-0.369;2.624;12.217;-0.375;2.623;9.778;-0.028;0.0;10.351;0.0;-0.018;10.994;-0.321;0.0;10.351;0.0;1.087;10.036;-0.052;-0.424;14.948;0.469;-1.797;14.923;0.157;0.719;14.927;0.523;2.064;15.068;0.131;0.198;15.451;-0.369;0.224;16.299;1.14;-1.797;14.923;0.157;-2.586;12.172;0.055;2.064;15.068;0.131;2.624;12.217;-0.375;-0.018;10.994;-0.321;0.143;13.338;-0.028;0.704;5.71;-0.786;0.157;1.211;-2.51;-1.068;9.976;-0.049;-0.847;5.742;1.146;-0.847;5.742;1.146;-0.878;1.572;-1.269
-2.551;12.179;0.191;-2.734;9.718;0.699;0.03;10.351;0.138;-1.041;9.983;0.09;1.115;10.029;0.083;0.724;5.707;-0.673;0.178;13.337;0.13;0.237;15.452;-0.192;2.671;12.216;-0.199;2.666;9.78;0.166;0.03;10.351;0.138;0.015;10.994;-0.181;0.03;10.351;0.138;1.115;10.029;0.083;-0.386;14.943;0.641;-1.759;14.928;0.328;0.757;14.919;0.695;2.102;15.065;0.307;0.237;15.452;-0.192;0.266;16.291;1.322;-1.759;14.928;0.328;-2.551;12.179;0.191;2.102;15.065;0.307;2.671;12.216;-0.199;0.015;10.994;-0.181;0.178;13.337;0.13;0.724;5.707;-0.673;0.159;1.216;-2.413;-1.041;9.983;0.09;-0.813;5.779;1.385;-0.813;5.779;1.385;-0.809;1.532;-0.893
-2.517;12.191;0.346;-2.734;9.712;0.738;0.057;10.34;0.308;-1.021;9.995;0.256;1.136;9.998;0.244;0.716;5.707;-0.661;0.225;13.321;0.384;0.292;15.445;0.122;2.763;12.214;0.08;2.729;9.785;0.489;0.057;10.34;0.308;0.055;10.99;0.001;0.057;10.34;0.308;1.136;9.998;0.244;-0.336;14.914;0.937;-1.707;14.925;0.616;0.807;14.885;0.996;2.15;15.05;0.61;0.292;15.445;0.122;0.321;16.257;1.649;-1.707;14.925;0.616;-2.517;12.191;0.346;2.15;15.05;0.61;2.763;12.214;0.08;0.055;10.99;0.001;0.225;13.321;0.384;0.716;5.707;-0.661;0.099;1.276;-2.53;-1.021;9.995;0.256;-0.753;5.896;1.844;-0.753;5.896;1.844;-0.631;1.4;0.114
-2.478;12.188;0.527;-2.731;9.696;0.797;0.085;10.313;0.528;-0.998;9.982;0.478;1.158;9.956;0.459;0.73;5.683;-0.519;0.259;13.288;0.649;0.335;15.417;0.435;2.832;12.175;0.45;2.786;9.767;0.967;0.085;10.313;0.528;0.09;10.964;0.224;0.085;10.313;0.528;1.158;9.956;0.459;-0.299;14.87;1.235;-1.668;14.908;0.91;0.843;14.836;1.298;2.19;15.014;0.93;0.335;15.417;0.435;0.366;16.205;1.975;-1.668;14.908;0.91;-2.478;12.188;0.527;2.19;15.014;0.93;2.832;12.175;0.45;0.09;10.964;0.224;0.259;13.288;0.649;0.73;5.683;-0.519;0.092;1.298;-2.489;-0.998;9.982;0.478;-0.73;5.991;2.322;-0.73;5.991;2.322;-0.487;1.333;1.111
-2.437;12.165;0.75;-2.728;9.666;0.884;0.113;10.262;0.813;-0.972;9.94;0.768;1.183;9.896;0.74;0.755;5.636;-0.294;0.284;13.232;0.957;0.364;15.364;0.783;2.892;12.109;0.925;2.837;9.745;1.616;0.113;10.262;0.813;0.122;10.912;0.508;0.113;10.262;0.813;1.183;9.896;0.74;-0.274;14.804;1.571;-1.642;14.871;1.246;0.868;14.766;1.638;2.22;14.957;1.295;0.364;15.364;0.783;0.397;16.133;2.334;-1.642;14.871;1.246;-2.437;12.165;0.75;2.22;14.957;1.295;2.892;12.109;0.925;0.122;10.912;0.508;0.284;13.232;0.957;0.755;5.636;-0.294;0.106;1.304;-2.374;-0.972;9.94;0.768;-0.724;6.063;2.844;-0.724;6.063;2.844;-0.348;1.295;2.254
-2.398;12.115;1.02;-2.724;9.617;1.02;0.141;10.181;1.17;-0.945;9.859;1.133;1.211;9.815;1.095;0.793;5.561;0.029;0.297;13.15;1.307;0.375;15.284;1.154;2.935;12.021;1.494;2.873;9.739;2.418;0.141;10.181;1.17;0.149;10.829;0.858;0.141;10.181;1.17;1.211;9.815;1.095;-0.265;14.715;1.934;-1.633;14.811;1.613;0.877;14.678;2.004;2.234;14.88;1.69;0.375;15.284;1.154;0.408;16.04;2.709;-1.633;14.811;1.613;-2.398;12.115;1.02;2.234;14.88;1.69;2.935;12.021;1.494;0.149;10.829;0.858;0.297;13.15;1.307;0.793;5.561;0.029;0.142;1.286;-2.164;-0.945;9.859;1.133;-0.732;6.076;3.38;-0.732;6.076;3.38;-0.235;1.284;3.453
-2.36;12.037;1.342;-2.716;9.547;1.214;0.168;10.07;1.604;-0.916;9.741;1.579;1.239;9.709;1.53;0.841;5.457;0.453;0.297;13.04;1.703;0.365;15.173;1.542;2.961;11.926;2.147;2.886;9.777;3.349;0.168;10.07;1.604;0.17;10.713;1.282;0.168;10.07;1.604;1.239;9.709;1.53;-0.273;14.604;2.324;-1.64;14.727;2.01;0.869;14.574;2.396;2.231;14.784;2.11;0.365;15.173;1.542;0.397;15.93;3.098;-1.64;14.727;2.01;-2.36;12.037;1.342;2.231;14.784;2.11;2.961;11.926;2.147;0.17;10.713;1.282;0.297;13.04;1.703;0.841;5.457;0.453;0.195;1.248;-1.867;-0.916;9.741;1.579;-0.745;6.015;3.922;-0.745;6.015;3.922;-0.16;1.287;4.648
-2.323;11.935;1.724;-2.698;9.456;1.482;0.19;9.938;2.118;-0.89;9.596;2.106;1.265;9.587;2.046;0.891;5.33;0.981;0.285;12.91;2.149;0.336;15.041;1.953;2.967;11.84;2.851;2.87;9.875;4.334;0.19;9.938;2.118;0.183;10.572;1.781;0.19;9.938;2.118;1.265;9.587;2.046;-0.296;14.48;2.745;-1.662;14.629;2.439;0.846;14.459;2.815;2.212;14.675;2.552;0.336;15.041;1.953;0.366;15.811;3.503;-1.662;14.629;2.439;-2.323;11.935;1.724;2.212;14.675;2.552;2.967;11.84;2.851;0.183;10.572;1.781;0.285;12.91;2.149;0.891;5.33;0.981;0.256;1.21;-1.497;-0.89;9.596;2.106;-0.746;5.879;4.466;-0.746;5.879;4.466;-0.117;1.273;5.737
-2.288;11.826;2.174;-2.668;9.358;1.84;0.207;9.803;2.704;-0.869;9.449;2.707;1.286;9.461;2.635;0.933;5.195;1.599;0.265;12.777;2.65;0.297;14.903;2.399;2.959;11.771;3.56;2.832;10.004;5.271;0.207;9.803;2.704;0.192;10.429;2.352;0.207;9.803;2.704;1.286;9.461;2.635;-0.327;14.357;3.207;-1.692;14.529;2.907;0.815;14.348;3.273;2.183;14.566;3.022;0.297;14.903;2.399;0.323;15.694;3.937;-1.692;14.529;2.907;-2.288;11.826;2.174;2.183;14.566;3.022;2.959;11.771;3.56;0.192;10.429;2.352;0.265;12.777;2.65;0.933;5.195;1.599;0.316;1.207;-1.089;-0.869;9.449;2.707;-0.72;5.7;5.013;-0.72;5.7;5.013;-0.069;1.204;6.622
-2.256;11.732;2.698;-2.63;9.272;2.304;0.216;9.691;3.344;-0.86;9.333;3.358;1.295;9.353;3.277;0.956;5.074;2.289;0.243;12.667;3.209;0.259;14.785;2.898;2.941;11.713;4.221;2.787;10.082;6.062;0.216;9.691;3.344;0.196;10.31;2.979;0.216;9.691;3.344;1.295;9.353;3.277;-0.357;14.258;3.725;-1.719;14.449;3.425;0.786;14.258;3.785;2.155;14.471;3.533;0.259;14.785;2.898;0.277;15.601;4.424;-1.719;14.449;3.425;-2.256;11.732;2.698;2.155;14.471;3.533;2.941;11.713;4.221;0.196;10.31;2.979;0.243;12.667;3.209;0.956;5.074;2.289;0.373;1.283;-0.678;-0.86;9.333;3.358;-0.669;5.526;5.565;-0.669;5.526;5.565;0.02;1.061;7.241
