right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z
-2.623;12.194;-0.02;-2.795;9.743;0.532;0.0;10.351;0.0;-1.064;9.964;-0.043;1.09;10.047;-0.053;0.723;5.708;-0.716;0.107;13.343;-0.083;0.163;15.447;-0.475;2.666;12.232;-0.356;2.65;9.814;0.117;0.0;10.351;0.0;-0.026;10.991;-0.326;0.0;10.351;0.0;1.09;10.047;-0.053;-0.454;14.965;0.379;-1.829;14.944;0.077;0.689;14.944;0.426;2.032;15.087;0.027;0.163;15.447;-0.475;0.225;16.325;1.015;-1.829;14.944;0.077;-2.623;12.194;-0.02;2.032;15.087;0.027;2.666;12.232;-0.356;-0.026;10.991;-0.326;0.107;13.343;-0.083;0.723;5.708;-0.716;0.198;1.194;-2.407;-1.064;9.964;-0.043;-0.885;5.648;0.814;-0.885;5.648;0.814;-0.812;1.417;-1.492
-2.588;12.184;0.133;-2.765;9.726;0.656;0.035;10.34;0.142;-1.03;9.955;0.102;1.124;10.034;0.084;0.752;5.699;-0.604;0.145;13.331;0.076;0.2;15.438;-0.304;2.709;12.224;-0.197;2.69;9.809;0.288;0.035;10.34;0.142;0.008;10.981;-0.181;0.035;10.34;0.142;1.124;10.034;0.084;-0.414;14.95;0.549;-1.791;14.932;0.253;0.729;14.929;0.592;2.07;15.078;0.19;0.2;15.438;-0.304;0.267;16.31;1.189;-1.791;14.932;0.253;-2.588;12.184;0.133;2.07;15.078;0.19;2.709;12.224;-0.197;0.008;10.981;-0.181;0.145;13.331;0.076;0.752;5.699;-0.604;0.222;1.201;-2.336;-1.03;9.955;0.102;-0.842;5.649;1.012;-0.842;5.649;1.012;-0.738;1.33;-1.124
-2.55;12.167;0.301;-2.737;9.701;0.782;0.071;10.322;0.3;-0.995;9.939;0.262;1.16;10.014;0.236;0.782;5.685;-0.487;0.187;13.312;0.257;0.238;15.422;-0.105;2.757;12.211;-0.013;2.733;9.8;0.491;0.071;10.322;0.3;0.045;10.964;-0.02;0.071;10.322;0.3;1.16;10.014;0.236;-0.372;14.927;0.746;-1.749;14.912;0.455;0.772;14.906;0.784;2.111;15.062;0.379;0.238;15.422;-0.105;0.311;16.286;1.392;-1.749;14.912;0.455;-2.55;12.167;0.301;2.111;15.062;0.379;2.757;12.211;-0.013;0.045;10.964;-0.02;0.187;13.312;0.257;0.782;5.685;-0.487;0.25;1.213;-2.283;-0.995;9.939;0.262;-0.798;5.648;1.237;-0.798;5.648;1.237;-0.642;1.213;-0.64
-2.51;12.142;0.488;-2.711;9.668;0.916;0.11;10.295;0.478;-0.957;9.916;0.442;1.198;9.985;0.407;0.813;5.665;-0.359;0.232;13.285;0.464;0.279;15.397;0.122;2.81;12.191;0.201;2.78;9.785;0.73;0.11;10.295;0.478;0.085;10.94;0.162;0.11;10.295;0.478;1.198;9.985;0.407;-0.327;14.894;0.971;-1.705;14.883;0.686;0.817;14.873;1.004;2.154;15.039;0.597;0.279;15.397;0.122;0.358;16.253;1.624;-1.705;14.883;0.686;-2.51;12.142;0.488;2.154;15.039;0.597;2.81;12.191;0.201;0.085;10.94;0.162;0.232;13.285;0.464;0.813;5.665;-0.359;0.281;1.228;-2.242;-0.957;9.916;0.442;-0.751;5.642;1.488;-0.751;5.642;1.488;-0.529;1.081;-0.053
-2.468;12.109;0.699;-2.684;9.626;1.064;0.152;10.26;0.681;-0.917;9.884;0.646;1.238;9.948;0.603;0.845;5.637;-0.211;0.278;13.248;0.699;0.322;15.365;0.381;2.867;12.163;0.445;2.831;9.763;1.001;0.152;10.26;0.681;0.126;10.907;0.37;0.152;10.26;0.681;1.238;9.948;0.603;-0.28;14.851;1.227;-1.66;14.845;0.948;0.864;14.831;1.254;2.199;15.008;0.844;0.322;15.365;0.381;0.406;16.21;1.888;-1.66;14.845;0.948;-2.468;12.109;0.699;2.199;15.008;0.844;2.867;12.163;0.445;0.126;10.907;0.37;0.278;13.248;0.699;0.845;5.637;-0.211;0.32;1.249;-2.206;-0.917;9.884;0.646;-0.703;5.627;1.757;-0.703;5.627;1.757;-0.408;0.957;0.606
-2.423;12.069;0.938;-2.655;9.578;1.233;0.196;10.219;0.913;-0.874;9.846;0.881;1.281;9.904;0.828;0.88;5.603;-0.033;0.326;13.205;0.964;0.364;15.325;0.67;2.924;12.129;0.719;2.884;9.735;1.301;0.196;10.219;0.913;0.171;10.869;0.608;0.196;10.219;0.913;1.281;9.904;0.828;-0.232;14.8;1.513;-1.614;14.799;1.242;0.912;14.783;1.534;2.245;14.971;1.122;0.364;15.325;0.67;0.455;16.161;2.183;-1.614;14.799;1.242;-2.423;12.069;0.938;2.245;14.971;1.122;2.924;12.129;0.719;0.171;10.869;0.608;0.326;13.205;0.964;0.88;5.603;-0.033;0.368;1.28;-2.168;-0.874;9.846;0.881;-0.653;5.601;2.038;-0.653;5.601;2.038;-0.287;0.855;1.286
-2.377;12.026;1.208;-2.624;9.529;1.43;0.241;10.175;1.18;-0.829;9.805;1.151;1.325;9.858;1.086;0.917;5.566;0.185;0.373;13.16;1.263;0.404;15.283;0.99;2.979;12.093;1.023;2.939;9.705;1.626;0.241;10.175;1.18;0.216;10.828;0.88;0.241;10.175;1.18;1.325;9.858;1.086;-0.186;14.748;1.831;-1.569;14.75;1.567;0.958;14.733;1.846;2.288;14.931;1.429;0.404;15.283;0.99;0.501;16.109;2.507;-1.569;14.75;1.567;-2.377;12.026;1.208;2.288;14.931;1.429;2.979;12.093;1.023;0.216;10.828;0.88;0.373;13.16;1.263;0.917;5.566;0.185;0.428;1.328;-2.12;-0.829;9.805;1.151;-0.601;5.565;2.321;-0.601;5.565;2.321;-0.172;0.781;1.933
-2.33;11.985;1.513;-2.59;9.484;1.663;0.288;10.134;1.485;-0.784;9.768;1.46;1.371;9.815;1.381;0.956;5.529;0.453;0.418;13.118;1.595;0.441;15.244;1.341;3.029;12.06;1.355;2.994;9.675;1.973;0.288;10.134;1.485;0.263;10.789;1.191;0.288;10.134;1.485;1.371;9.815;1.381;-0.143;14.699;2.18;-1.527;14.703;1.925;1.002;14.688;2.188;2.329;14.895;1.767;0.441;15.244;1.341;0.546;16.061;2.862;-1.527;14.703;1.925;-2.33;11.985;1.513;2.329;14.895;1.767;3.029;12.06;1.355;0.263;10.789;1.191;0.418;13.118;1.595;0.956;5.529;0.453;0.499;1.401;-2.05;-0.784;9.768;1.46;-0.548;5.521;2.605;-0.548;5.521;2.605;-0.066;0.727;2.512
-2.282;11.951;1.859;-2.552;9.448;1.943;0.337;10.102;1.83;-0.736;9.738;1.811;1.417;9.78;1.714;0.998;5.495;0.785;0.462;13.085;1.961;0.474;15.212;1.721;3.075;12.034;1.712;3.048;9.651;2.338;0.337;10.102;1.83;0.311;10.759;1.54;0.337;10.102;1.83;1.417;9.78;1.714;-0.1;14.66;2.562;-1.487;14.664;2.317;1.044;14.653;2.56;2.369;14.867;2.133;0.474;15.212;1.721;0.589;16.022;3.246;-1.487;14.664;2.317;-2.282;11.951;1.859;2.369;14.867;2.133;3.075;12.034;1.712;0.311;10.759;1.54;0.462;13.085;1.961;0.998;5.495;0.785;0.578;1.501;-1.933;-0.736;9.738;1.811;-0.495;5.474;2.887;-0.495;5.474;2.887;0.03;0.685;3.002
-2.233;11.927;2.252;-2.51;9.423;2.281;0.387;10.081;2.214;-0.687;9.72;2.203;1.466;9.758;2.087;1.047;5.464;1.198;0.505;13.064;2.357;0.506;15.192;2.127;3.116;12.02;2.088;3.103;9.637;2.712;0.387;10.081;2.214;0.36;10.739;1.927;0.387;10.081;2.214;1.466;9.758;2.087;-0.058;14.634;2.971;-1.447;14.637;2.742;1.087;14.632;2.958;2.407;14.85;2.52;0.506;15.192;2.127;0.634;15.997;3.653;-1.447;14.637;2.742;-2.233;11.927;2.252;2.407;14.85;2.52;3.116;12.02;2.088;0.36;10.739;1.927;0.505;13.064;2.357;1.047;5.464;1.198;0.667;1.622;-1.736;-0.687;9.72;2.203;-0.441;5.428;3.164;-0.441;5.428;3.164;0.116;0.647;3.394
